date,state,district,pincode,bio_age_5_17,bio_age_17_,district_norm,district_final
01-03-2025,uttar pradesh,Varanasi,221104,579,347,varanasi,varanasi
01-03-2025,uttar pradesh,Allahabad,211002,241,234,allahabad,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,209202,654,253,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,226024,167,166,lucknow,lucknow
01-03-2025,uttar pradesh,Allahabad,212306,889,466,allahabad,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273406,156,223,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Allahabad,212307,183,76,allahabad,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,209208,25,15,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Allahabad,211004,208,181,allahabad,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273004,58,134,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Kanpur Nagar,208006,102,129,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Allahabad,228411,210,67,allahabad,prayagraj
01-03-2025,uttar pradesh,Allahabad,211013,567,196,allahabad,prayagraj
01-03-2025,uttar pradesh,Lucknow,226017,738,451,lucknow,lucknow
01-03-2025,uttar pradesh,Varanasi,221003,364,312,varanasi,varanasi
01-03-2025,uttar pradesh,Gorakhpur,273405,176,183,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Gorakhpur,273404,286,440,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Gorakhpur,273014,195,318,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Lucknow,226501,32,27,lucknow,lucknow
01-03-2025,uttar pradesh,Kanpur Nagar,209121,40,26,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Kanpur Nagar,208011,326,399,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Kanpur Nagar,208001,1252,1476,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Prayagraj,211012,27,38,prayagraj,prayagraj
01-03-2025,uttar pradesh,Prayagraj,212104,25,34,prayagraj,prayagraj
01-03-2025,uttar pradesh,Lucknow,226031,30,20,lucknow,lucknow
01-03-2025,uttar pradesh,Prayagraj,221508,26,50,prayagraj,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,208004,186,244,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Kanpur Nagar,208010,168,324,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Varanasi,221008,114,115,varanasi,varanasi
01-03-2025,uttar pradesh,Varanasi,221109,72,136,varanasi,varanasi
01-03-2025,uttar pradesh,Allahabad,229413,159,77,allahabad,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273202,430,471,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Lucknow,227308,129,159,lucknow,lucknow
01-03-2025,uttar pradesh,Gorakhpur,273007,349,465,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Allahabad,221508,522,222,allahabad,prayagraj
01-03-2025,uttar pradesh,Allahabad,212303,609,166,allahabad,prayagraj
01-03-2025,uttar pradesh,Varanasi,221010,395,526,varanasi,varanasi
01-03-2025,uttar pradesh,Prayagraj,212503,26,26,prayagraj,prayagraj
01-03-2025,uttar pradesh,Allahabad,212402,834,348,allahabad,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,208022,312,301,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,226015,43,42,lucknow,lucknow
01-03-2025,uttar pradesh,Prayagraj,211003,79,71,prayagraj,prayagraj
01-03-2025,uttar pradesh,Allahabad,211001,231,207,allahabad,prayagraj
01-03-2025,uttar pradesh,Lucknow,226028,426,294,lucknow,lucknow
01-03-2025,uttar pradesh,Allahabad,212502,461,246,allahabad,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,208021,608,604,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Gorakhpur,273152,287,373,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Prayagraj,212507,49,88,prayagraj,prayagraj
01-03-2025,uttar pradesh,Lucknow,227305,372,458,lucknow,lucknow
01-03-2025,uttar pradesh,Kanpur Nagar,208017,304,304,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,226016,595,457,lucknow,lucknow
01-03-2025,uttar pradesh,Varanasi,221210,41,15,varanasi,varanasi
01-03-2025,uttar pradesh,Varanasi,221405,159,112,varanasi,varanasi
01-03-2025,uttar pradesh,Prayagraj,211016,56,44,prayagraj,prayagraj
01-03-2025,uttar pradesh,Lucknow,226003,1606,1012,lucknow,lucknow
01-03-2025,uttar pradesh,Gorakhpur,273203,126,200,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Varanasi,221207,257,75,varanasi,varanasi
01-03-2025,uttar pradesh,Kanpur Nagar,208009,22,25,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Gorakhpur,273212,413,580,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Kanpur Nagar,209401,221,179,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Gorakhpur,273015,434,545,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Gorakhpur,273201,322,350,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Kanpur Nagar,208008,15,25,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Allahabad,212108,342,166,allahabad,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273211,134,243,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Lucknow,227105,91,110,lucknow,lucknow
01-03-2025,uttar pradesh,Kanpur Nagar,208025,96,114,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Prayagraj,229413,15,17,prayagraj,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,208003,85,141,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Kanpur Nagar,208007,216,399,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Kanpur Nagar,209209,136,67,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Gorakhpur,273411,162,278,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Lucknow,226023,163,176,lucknow,lucknow
01-03-2025,uttar pradesh,Lucknow,226008,336,209,lucknow,lucknow
01-03-2025,uttar pradesh,Prayagraj,212307,14,14,prayagraj,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273012,12,24,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Lucknow,226301,112,72,lucknow,lucknow
01-03-2025,uttar pradesh,Gorakhpur,273016,358,637,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Allahabad,212107,513,271,allahabad,prayagraj
01-03-2025,uttar pradesh,Allahabad,211008,536,257,allahabad,prayagraj
01-03-2025,uttar pradesh,Varanasi,221004,52,108,varanasi,varanasi
01-03-2025,uttar pradesh,Lucknow,227111,491,282,lucknow,lucknow
01-03-2025,uttar pradesh,Allahabad,212106,701,371,allahabad,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,208012,189,260,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Varanasi,221108,149,187,varanasi,varanasi
01-03-2025,uttar pradesh,Prayagraj,211013,37,40,prayagraj,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273165,588,539,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Kanpur Nagar,209304,184,75,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Gorakhpur,273213,141,212,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Allahabad,212202,19,16,allahabad,prayagraj
01-03-2025,uttar pradesh,Varanasi,221105,266,199,varanasi,varanasi
01-03-2025,uttar pradesh,Gorakhpur,273407,218,370,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Kanpur Nagar,208005,158,159,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,226021,508,404,lucknow,lucknow
01-03-2025,uttar pradesh,Kanpur Nagar,209402,335,169,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Allahabad,221502,276,158,allahabad,prayagraj
01-03-2025,uttar pradesh,Prayagraj,212106,12,23,prayagraj,prayagraj
01-03-2025,uttar pradesh,Varanasi,221302,168,173,varanasi,varanasi
01-03-2025,uttar pradesh,Prayagraj,228411,13,12,prayagraj,prayagraj
01-03-2025,uttar pradesh,Prayagraj,212401,12,11,prayagraj,prayagraj
01-03-2025,uttar pradesh,Allahabad,212401,137,111,allahabad,prayagraj
01-03-2025,uttar pradesh,Prayagraj,212402,10,6,prayagraj,prayagraj
01-03-2025,uttar pradesh,Allahabad,212213,13,3,allahabad,prayagraj
01-03-2025,uttar pradesh,Lucknow,226102,77,54,lucknow,lucknow
01-03-2025,uttar pradesh,Varanasi,221305,109,57,varanasi,varanasi
01-03-2025,uttar pradesh,Kanpur Nagar,209204,98,45,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Prayagraj,211008,31,55,prayagraj,prayagraj
01-03-2025,uttar pradesh,Lucknow,227101,198,105,lucknow,lucknow
01-03-2025,uttar pradesh,Prayagraj,212302,28,19,prayagraj,prayagraj
01-03-2025,uttar pradesh,Varanasi,221313,23,17,varanasi,varanasi
01-03-2025,uttar pradesh,Lucknow,226029,88,90,lucknow,lucknow
01-03-2025,uttar pradesh,Gorakhpur,273306,274,574,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Gorakhpur,273010,164,167,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Kanpur Nagar,208015,38,63,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,227115,988,355,lucknow,lucknow
01-03-2025,uttar pradesh,Allahabad,212208,117,69,allahabad,prayagraj
01-03-2025,uttar pradesh,Lucknow,226001,355,393,lucknow,lucknow
01-03-2025,uttar pradesh,Varanasi,221103,71,128,varanasi,varanasi
01-03-2025,uttar pradesh,Kanpur Nagar,209308,80,79,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,226018,262,245,lucknow,lucknow
01-03-2025,uttar pradesh,Kanpur Nagar,209206,547,279,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Allahabad,212404,55,30,allahabad,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273158,268,270,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Lucknow,227202,501,259,lucknow,lucknow
01-03-2025,uttar pradesh,Gorakhpur,273017,23,55,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Prayagraj,229412,19,17,prayagraj,prayagraj
01-03-2025,uttar pradesh,Prayagraj,221503,36,56,prayagraj,prayagraj
01-03-2025,uttar pradesh,Allahabad,212405,151,67,allahabad,prayagraj
01-03-2025,uttar pradesh,Lucknow,227107,411,228,lucknow,lucknow
01-03-2025,uttar pradesh,Gorakhpur,273401,188,358,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Gorakhpur,273403,205,298,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Allahabad,211016,420,247,allahabad,prayagraj
01-03-2025,uttar pradesh,Lucknow,226101,162,91,lucknow,lucknow
01-03-2025,uttar pradesh,Lucknow,227309,152,123,lucknow,lucknow
01-03-2025,uttar pradesh,Prayagraj,212301,38,65,prayagraj,prayagraj
01-03-2025,uttar pradesh,Lucknow,226013,39,32,lucknow,lucknow
01-03-2025,uttar pradesh,Lucknow,226203,29,19,lucknow,lucknow
01-03-2025,uttar pradesh,Kanpur Nagar,208023,272,265,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Allahabad,212302,691,117,allahabad,prayagraj
01-03-2025,uttar pradesh,Gorakhpur,273155,93,83,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Prayagraj,211001,25,21,prayagraj,prayagraj
01-03-2025,uttar pradesh,Varanasi,221311,241,194,varanasi,varanasi
01-03-2025,uttar pradesh,Allahabad,212109,309,194,allahabad,prayagraj
01-03-2025,uttar pradesh,Kanpur Nagar,209311,21,6,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Gorakhpur,273161,37,27,gorakhpur,gorakhpur
01-03-2025,uttar pradesh,Varanasi,221106,188,238,varanasi,varanasi
01-03-2025,uttar pradesh,Kanpur Nagar,208024,27,39,kanpur nagar,kanpur nagar
01-03-2025,uttar pradesh,Lucknow,226006,124,109,lucknow,lucknow
01-03-2025,uttar pradesh,Allahabad,212503,325,130,allahabad,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,208008,19,41,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Kanpur Nagar,208003,188,162,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Allahabad,212302,634,127,allahabad,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,208013,136,241,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,227111,546,280,lucknow,lucknow
01-04-2025,uttar pradesh,Allahabad,212106,1160,328,allahabad,prayagraj
01-04-2025,uttar pradesh,Gorakhpur,273412,163,268,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Kanpur Nagar,209205,344,123,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Allahabad,221502,637,199,allahabad,prayagraj
01-04-2025,uttar pradesh,Varanasi,221302,134,144,varanasi,varanasi
01-04-2025,uttar pradesh,Varanasi,221105,464,255,varanasi,varanasi
01-04-2025,uttar pradesh,Lucknow,226029,119,105,lucknow,lucknow
01-04-2025,uttar pradesh,Kanpur Nagar,208007,249,442,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Gorakhpur,273158,289,307,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Varanasi,221006,67,28,varanasi,varanasi
01-04-2025,uttar pradesh,Varanasi,221307,404,240,varanasi,varanasi
01-04-2025,uttar pradesh,Allahabad,212305,860,181,allahabad,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,208004,282,313,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,226025,99,157,lucknow,lucknow
01-04-2025,uttar pradesh,Allahabad,211007,133,51,allahabad,prayagraj
01-04-2025,uttar pradesh,Allahabad,228411,589,105,allahabad,prayagraj
01-04-2025,uttar pradesh,Lucknow,226026,146,104,lucknow,lucknow
01-04-2025,uttar pradesh,Varanasi,221103,117,208,varanasi,varanasi
01-04-2025,uttar pradesh,Kanpur Nagar,209308,154,123,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,227116,381,107,lucknow,lucknow
01-04-2025,uttar pradesh,Kanpur Nagar,209217,199,137,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,226007,73,66,lucknow,lucknow
01-04-2025,uttar pradesh,Lucknow,226203,29,19,lucknow,lucknow
01-04-2025,uttar pradesh,Lucknow,226401,194,48,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273155,94,64,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Allahabad,211006,457,229,allahabad,prayagraj
01-04-2025,uttar pradesh,Varanasi,221405,180,116,varanasi,varanasi
01-04-2025,uttar pradesh,Kanpur Nagar,208012,173,299,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Varanasi,221008,226,143,varanasi,varanasi
01-04-2025,uttar pradesh,Varanasi,221311,244,161,varanasi,varanasi
01-04-2025,uttar pradesh,Lucknow,226006,153,138,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273212,427,587,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Kanpur Nagar,208010,236,461,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,227125,589,312,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273406,156,206,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Kanpur Nagar,209121,44,18,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,226005,417,334,lucknow,lucknow
01-04-2025,uttar pradesh,Varanasi,221107,512,451,varanasi,varanasi
01-04-2025,uttar pradesh,Prayagraj,221502,35,28,prayagraj,prayagraj
01-04-2025,uttar pradesh,Lucknow,226301,159,91,lucknow,lucknow
01-04-2025,uttar pradesh,Allahabad,211004,282,247,allahabad,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,209209,172,116,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Allahabad,212405,308,91,allahabad,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,208005,172,176,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Kanpur Nagar,208022,215,269,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,226201,12,19,lucknow,lucknow
01-04-2025,uttar pradesh,Kanpur Nagar,209208,33,29,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Prayagraj,211011,78,57,prayagraj,prayagraj
01-04-2025,uttar pradesh,Allahabad,211011,436,288,allahabad,prayagraj
01-04-2025,uttar pradesh,Prayagraj,211012,55,42,prayagraj,prayagraj
01-04-2025,uttar pradesh,Gorakhpur,273202,472,515,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Lucknow,226021,643,507,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273010,138,188,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Lucknow,226019,10,14,lucknow,lucknow
01-04-2025,uttar pradesh,Prayagraj,211016,88,51,prayagraj,prayagraj
01-04-2025,uttar pradesh,Varanasi,221109,165,210,varanasi,varanasi
01-04-2025,uttar pradesh,Gorakhpur,273005,159,239,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Lucknow,227105,93,168,lucknow,lucknow
01-04-2025,uttar pradesh,Kanpur Nagar,208025,99,138,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Kanpur Nagar,208014,219,284,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Gorakhpur,273211,231,305,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Prayagraj,212305,41,23,prayagraj,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,209401,244,250,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,226012,239,246,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273013,293,387,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Lucknow,226031,38,19,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273001,347,680,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Kanpur Nagar,209305,87,41,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Kanpur Nagar,209402,244,195,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Kanpur Nagar,208015,52,79,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Allahabad,212404,144,45,allahabad,prayagraj
01-04-2025,uttar pradesh,Prayagraj,212104,48,34,prayagraj,prayagraj
01-04-2025,uttar pradesh,Prayagraj,212301,53,94,prayagraj,prayagraj
01-04-2025,uttar pradesh,Prayagraj,211013,75,62,prayagraj,prayagraj
01-04-2025,uttar pradesh,Kanpur Nagar,209304,196,87,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Kanpur Nagar,208006,103,128,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Prayagraj,212303,32,25,prayagraj,prayagraj
01-04-2025,uttar pradesh,Varanasi,221011,444,297,varanasi,varanasi
01-04-2025,uttar pradesh,Varanasi,221106,278,267,varanasi,varanasi
01-04-2025,uttar pradesh,Kanpur Nagar,208021,737,722,kanpur nagar,kanpur nagar
01-04-2025,uttar pradesh,Lucknow,227101,146,121,lucknow,lucknow
01-04-2025,uttar pradesh,Lucknow,226302,17,24,lucknow,lucknow
01-04-2025,uttar pradesh,Gorakhpur,273403,220,315,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Gorakhpur,273401,268,355,gorakhpur,gorakhpur
01-04-2025,uttar pradesh,Varanasi,221005,341,375,varanasi,varanasi
01-04-2025,uttar pradesh,Lucknow,226024,177,186,lucknow,lucknow
01-04-2025,uttar pradesh,Lucknow,226020,716,593,lucknow,lucknow
01-04-2025,uttar pradesh,Lucknow,227205,446,224,lucknow,lucknow
01-04-2025,uttar pradesh,Allahabad,221503,1364,347,allahabad,prayagraj
01-04-2025,uttar pradesh,Varanasi,221111,18,10,varanasi,varanasi
01-04-2025,uttar pradesh,Lucknow,226013,45,38,lucknow,lucknow
01-04-2025,uttar pradesh,Lucknow,226016,576,561,lucknow,lucknow
01-04-2025,uttar pradesh,Varanasi,221002,680,659,varanasi,varanasi
01-04-2025,uttar pradesh,Lucknow,226009,57,34,lucknow,lucknow
