date,state,district,pincode,demo_age_5_17,demo_age_17_,district_norm,district_final
26-11-2025,tamil nadu,Coimbatore,641201,0,7,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,641305,0,9,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,641407,1,1,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642004,0,9,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642101,0,2,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642107,1,5,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642109,2,5,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642117,0,1,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642202,1,2,coimbatore,coimbatore
26-11-2025,tamil nadu,Coimbatore,642205,1,9,coimbatore,coimbatore
26-11-2025,tamil nadu,Madurai,625003,1,16,madurai,madurai
26-11-2025,tamil nadu,Madurai,625005,4,21,madurai,madurai
26-11-2025,tamil nadu,Madurai,625008,1,11,madurai,madurai
26-11-2025,tamil nadu,Madurai,625009,6,46,madurai,madurai
26-11-2025,tamil nadu,Madurai,625016,5,49,madurai,madurai
26-11-2025,tamil nadu,Madurai,625102,0,2,madurai,madurai
26-11-2025,tamil nadu,Madurai,625103,1,7,madurai,madurai
26-11-2025,tamil nadu,Madurai,625108,1,5,madurai,madurai
26-11-2025,tamil nadu,Madurai,625218,2,9,madurai,madurai
26-11-2025,tamil nadu,Madurai,625221,0,3,madurai,madurai
26-11-2025,tamil nadu,Madurai,625301,1,7,madurai,madurai
26-11-2025,tamil nadu,Madurai,625514,3,12,madurai,madurai
26-11-2025,tamil nadu,Madurai,625532,3,16,madurai,madurai
26-11-2025,tamil nadu,Madurai,625708,0,1,madurai,madurai
26-11-2025,tamil nadu,Salem,636002,2,14,salem,salem
26-11-2025,tamil nadu,Salem,636008,3,21,salem,salem
26-11-2025,tamil nadu,Salem,636103,0,9,salem,salem
26-11-2025,tamil nadu,Salem,636106,0,2,salem,salem
26-11-2025,tamil nadu,Salem,636107,0,1,salem,salem
26-11-2025,tamil nadu,Salem,636113,0,4,salem,salem
26-11-2025,tamil nadu,Salem,636117,1,4,salem,salem
26-11-2025,tamil nadu,Salem,636122,2,13,salem,salem
26-11-2025,tamil nadu,Salem,636202,1,3,salem,salem
26-11-2025,tamil nadu,Salem,636401,0,4,salem,salem
26-11-2025,tamil nadu,Salem,636452,1,5,salem,salem
26-11-2025,tamil nadu,Salem,636456,0,1,salem,salem
26-11-2025,tamil nadu,Salem,636502,2,17,salem,salem
26-11-2025,tamil nadu,Salem,636602,2,1,salem,salem
26-11-2025,tamil nadu,Salem,637103,1,4,salem,salem
26-11-2025,tamil nadu,Salem,637104,2,9,salem,salem
26-11-2025,tamil nadu,Salem,637107,0,1,salem,salem
26-11-2025,tamil nadu,Salem,637303,0,2,salem,salem
26-11-2025,tamil nadu,Salem,637501,1,9,salem,salem
26-11-2025,tamil nadu,Tiruchirappalli,620001,2,18,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,620004,4,3,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,620013,0,9,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,620016,3,3,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,620026,0,1,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,620101,3,7,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,620102,2,20,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621106,0,2,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621207,1,5,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621216,3,9,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621305,0,3,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621307,3,11,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621308,0,4,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621311,0,1,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621703,2,2,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621706,0,3,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,621711,0,4,tiruchirappalli,tiruchirappalli
26-11-2025,tamil nadu,Tiruchirappalli,639103,2,6,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Chennai,600003,0,10,chennai,chennai
28-11-2025,tamil nadu,Chennai,600004,3,24,chennai,chennai
28-11-2025,tamil nadu,Chennai,600009,1,4,chennai,chennai
28-11-2025,tamil nadu,Chennai,600011,4,41,chennai,chennai
28-11-2025,tamil nadu,Chennai,600012,3,99,chennai,chennai
28-11-2025,tamil nadu,Chennai,600017,0,22,chennai,chennai
28-11-2025,tamil nadu,Chennai,600026,1,11,chennai,chennai
28-11-2025,tamil nadu,Chennai,600028,4,26,chennai,chennai
28-11-2025,tamil nadu,Chennai,600031,1,8,chennai,chennai
28-11-2025,tamil nadu,Chennai,600035,0,6,chennai,chennai
28-11-2025,tamil nadu,Chennai,600057,0,2,chennai,chennai
28-11-2025,tamil nadu,Chennai,600060,0,3,chennai,chennai
28-11-2025,tamil nadu,Chennai,600082,4,24,chennai,chennai
28-11-2025,tamil nadu,Chennai,600083,0,29,chennai,chennai
28-11-2025,tamil nadu,Chennai,600089,0,5,chennai,chennai
28-11-2025,tamil nadu,Chennai,600092,3,16,chennai,chennai
28-11-2025,tamil nadu,Chennai,600097,1,8,chennai,chennai
28-11-2025,tamil nadu,Chennai,600102,0,10,chennai,chennai
28-11-2025,tamil nadu,Chennai,600103,0,2,chennai,chennai
28-11-2025,tamil nadu,Chennai,600106,1,16,chennai,chennai
28-11-2025,tamil nadu,Chennai,600107,1,20,chennai,chennai
28-11-2025,tamil nadu,Chennai,600115,0,6,chennai,chennai
28-11-2025,tamil nadu,Chennai,600117,0,4,chennai,chennai
28-11-2025,tamil nadu,Chennai,600119,1,18,chennai,chennai
28-11-2025,tamil nadu,Coimbatore,638459,0,2,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641020,2,7,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641023,3,24,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641024,0,6,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641025,3,13,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641034,1,7,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641038,0,8,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641050,0,4,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641062,1,9,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641101,0,5,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641103,1,4,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641107,2,18,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641110,2,7,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641114,0,2,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641202,0,2,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641301,3,19,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,641697,1,8,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,642001,3,26,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,642007,0,5,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,642101,0,1,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,642103,1,7,coimbatore,coimbatore
28-11-2025,tamil nadu,Coimbatore,642205,0,7,coimbatore,coimbatore
28-11-2025,tamil nadu,Madurai,625002,3,31,madurai,madurai
28-11-2025,tamil nadu,Madurai,625003,2,24,madurai,madurai
28-11-2025,tamil nadu,Madurai,625011,5,20,madurai,madurai
28-11-2025,tamil nadu,Madurai,625014,6,18,madurai,madurai
28-11-2025,tamil nadu,Madurai,625017,4,31,madurai,madurai
28-11-2025,tamil nadu,Madurai,625019,0,19,madurai,madurai
28-11-2025,tamil nadu,Madurai,625106,3,20,madurai,madurai
28-11-2025,tamil nadu,Madurai,625122,0,3,madurai,madurai
28-11-2025,tamil nadu,Madurai,625214,0,3,madurai,madurai
28-11-2025,tamil nadu,Madurai,625221,1,11,madurai,madurai
28-11-2025,tamil nadu,Madurai,625503,3,11,madurai,madurai
28-11-2025,tamil nadu,Madurai,625527,1,4,madurai,madurai
28-11-2025,tamil nadu,Madurai,625706,5,30,madurai,madurai
28-11-2025,tamil nadu,Salem,636030,0,6,salem,salem
28-11-2025,tamil nadu,Salem,636102,3,9,salem,salem
28-11-2025,tamil nadu,Salem,636108,1,12,salem,salem
28-11-2025,tamil nadu,Salem,636109,4,6,salem,salem
28-11-2025,tamil nadu,Salem,636111,1,10,salem,salem
28-11-2025,tamil nadu,Salem,636113,1,15,salem,salem
28-11-2025,tamil nadu,Salem,636118,0,1,salem,salem
28-11-2025,tamil nadu,Salem,636119,1,7,salem,salem
28-11-2025,tamil nadu,Salem,636121,6,12,salem,salem
28-11-2025,tamil nadu,Salem,636139,1,3,salem,salem
28-11-2025,tamil nadu,Salem,636305,0,26,salem,salem
28-11-2025,tamil nadu,Salem,636307,1,6,salem,salem
28-11-2025,tamil nadu,Salem,636354,2,6,salem,salem
28-11-2025,tamil nadu,Salem,636457,0,9,salem,salem
28-11-2025,tamil nadu,Salem,636502,4,27,salem,salem
28-11-2025,tamil nadu,Salem,637101,4,27,salem,salem
28-11-2025,tamil nadu,Salem,637501,4,5,salem,salem
28-11-2025,tamil nadu,Tiruchirappalli,620001,4,33,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,620009,5,12,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,620010,1,12,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,620014,0,7,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,620016,1,3,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,620018,0,1,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,620019,2,13,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621005,3,25,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621008,0,9,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621014,1,5,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621104,0,5,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621204,1,3,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621208,1,10,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621210,0,5,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621214,3,7,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621306,2,25,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621314,1,9,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,621703,1,4,tiruchirappalli,tiruchirappalli
28-11-2025,tamil nadu,Tiruchirappalli,639103,1,6,tiruchirappalli,tiruchirappalli
21-12-2025,tamil nadu,Madurai,625017,2,23,madurai,madurai
21-12-2025,tamil nadu,Madurai,625201,0,1,madurai,madurai
21-12-2025,tamil nadu,Madurai,625207,1,4,madurai,madurai
21-12-2025,tamil nadu,Madurai,625214,0,2,madurai,madurai
21-12-2025,tamil nadu,Madurai,625529,0,2,madurai,madurai
21-12-2025,tamil nadu,Madurai,625535,0,2,madurai,madurai
21-12-2025,tamil nadu,Madurai,625537,0,1,madurai,madurai
21-12-2025,tamil nadu,Madurai,625701,1,4,madurai,madurai
21-12-2025,tamil nadu,Madurai,625703,0,5,madurai,madurai
21-12-2025,tamil nadu,Madurai,625705,0,6,madurai,madurai
21-12-2025,tamil nadu,Madurai,625706,1,9,madurai,madurai
21-12-2025,tamil nadu,Salem,636005,0,7,salem,salem
21-12-2025,tamil nadu,Salem,636015,4,12,salem,salem
21-12-2025,tamil nadu,Salem,636103,1,1,salem,salem
21-12-2025,tamil nadu,Salem,636108,0,5,salem,salem
21-12-2025,tamil nadu,Salem,636113,1,2,salem,salem
21-12-2025,tamil nadu,Salem,636116,0,6,salem,salem
21-12-2025,tamil nadu,Salem,636204,0,1,salem,salem
21-12-2025,tamil nadu,Salem,636303,0,7,salem,salem
21-12-2025,tamil nadu,Salem,636304,2,3,salem,salem
21-12-2025,tamil nadu,Salem,636306,4,9,salem,salem
21-12-2025,tamil nadu,Salem,636307,0,3,salem,salem
21-12-2025,tamil nadu,Salem,636401,0,2,salem,salem
21-12-2025,tamil nadu,Salem,636404,0,3,salem,salem
