date,state,district,pincode,demo_age_5_17,demo_age_17_,district_norm,district_final
16-12-2025,uttar pradesh,Prayagraj,212502,0,9,prayagraj,prayagraj
16-12-2025,uttar pradesh,Prayagraj,221502,1,11,prayagraj,prayagraj
16-12-2025,uttar pradesh,Prayagraj,221503,3,13,prayagraj,prayagraj
16-12-2025,uttar pradesh,Varanasi,221011,2,37,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221103,1,11,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221105,3,46,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221108,0,31,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221111,1,3,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221116,2,5,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221206,10,21,varanasi,varanasi
16-12-2025,uttar pradesh,Varanasi,221305,3,8,varanasi,varanasi
20-12-2025,uttar pradesh,Allahabad,211012,1,22,allahabad,prayagraj
20-12-2025,uttar pradesh,Allahabad,212104,2,30,allahabad,prayagraj
20-12-2025,uttar pradesh,Allahabad,212303,7,29,allahabad,prayagraj
20-12-2025,uttar pradesh,Allahabad,212307,5,16,allahabad,prayagraj
20-12-2025,uttar pradesh,Allahabad,212404,0,4,allahabad,prayagraj
20-12-2025,uttar pradesh,Allahabad,221505,4,38,allahabad,prayagraj
20-12-2025,uttar pradesh,Allahabad,229413,0,9,allahabad,prayagraj
20-12-2025,uttar pradesh,Gorakhpur,273006,1,0,gorakhpur,gorakhpur
20-12-2025,uttar pradesh,Gorakhpur,273008,2,12,gorakhpur,gorakhpur
20-12-2025,uttar pradesh,Gorakhpur,273013,8,39,gorakhpur,gorakhpur
20-12-2025,uttar pradesh,Gorakhpur,273203,1,5,gorakhpur,gorakhpur
20-12-2025,uttar pradesh,Gorakhpur,273213,3,18,gorakhpur,gorakhpur
20-12-2025,uttar pradesh,Kanpur Nagar,208007,0,30,kanpur nagar,kanpur nagar
20-12-2025,uttar pradesh,Kanpur Nagar,208027,3,32,kanpur nagar,kanpur nagar
20-12-2025,uttar pradesh,Kanpur Nagar,209204,1,6,kanpur nagar,kanpur nagar
20-12-2025,uttar pradesh,Kanpur Nagar,209210,3,15,kanpur nagar,kanpur nagar
20-12-2025,uttar pradesh,Kanpur Nagar,209217,2,17,kanpur nagar,kanpur nagar
20-12-2025,uttar pradesh,Lucknow,226003,21,241,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,226006,3,10,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,226007,1,8,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,226010,3,37,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,226018,2,17,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,226025,1,11,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,226301,2,12,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,227116,0,22,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,227207,0,1,lucknow,lucknow
20-12-2025,uttar pradesh,Lucknow,227305,1,33,lucknow,lucknow
20-12-2025,uttar pradesh,Prayagraj,211012,2,7,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,211013,1,4,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,211016,1,30,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,212202,1,4,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,212402,0,2,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,212405,0,1,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,221503,1,19,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,221507,0,1,prayagraj,prayagraj
20-12-2025,uttar pradesh,Prayagraj,229413,0,2,prayagraj,prayagraj
20-12-2025,uttar pradesh,Varanasi,221010,6,54,varanasi,varanasi
20-12-2025,uttar pradesh,Varanasi,221112,1,8,varanasi,varanasi
20-12-2025,uttar pradesh,Varanasi,221116,1,6,varanasi,varanasi
20-12-2025,uttar pradesh,Varanasi,221201,3,18,varanasi,varanasi
20-12-2025,uttar pradesh,Varanasi,221206,7,13,varanasi,varanasi
25-11-2025,uttar pradesh,Gorakhpur,273003,2,1,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273005,1,6,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273008,1,6,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273012,1,0,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273016,4,10,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273165,5,7,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273212,0,13,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273401,1,2,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Gorakhpur,273406,2,5,gorakhpur,gorakhpur
25-11-2025,uttar pradesh,Kanpur Nagar,208003,1,9,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Kanpur Nagar,208005,1,6,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Kanpur Nagar,208006,0,3,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Kanpur Nagar,208015,0,7,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Kanpur Nagar,208021,3,33,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Kanpur Nagar,208024,0,2,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Kanpur Nagar,209210,0,1,kanpur nagar,kanpur nagar
25-11-2025,uttar pradesh,Lucknow,226001,2,24,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226002,1,25,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226004,0,9,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226009,0,1,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226010,3,26,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226011,3,12,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226016,3,16,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226018,0,22,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,226022,1,20,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,227125,0,2,lucknow,lucknow
25-11-2025,uttar pradesh,Lucknow,227309,0,1,lucknow,lucknow
25-11-2025,uttar pradesh,Prayagraj,211003,1,11,prayagraj,prayagraj
25-11-2025,uttar pradesh,Prayagraj,211008,1,7,prayagraj,prayagraj
25-11-2025,uttar pradesh,Prayagraj,211016,1,9,prayagraj,prayagraj
25-11-2025,uttar pradesh,Prayagraj,211019,0,1,prayagraj,prayagraj
25-11-2025,uttar pradesh,Prayagraj,212303,0,2,prayagraj,prayagraj
25-11-2025,uttar pradesh,Prayagraj,212401,0,2,prayagraj,prayagraj
25-11-2025,uttar pradesh,Prayagraj,228411,0,1,prayagraj,prayagraj
25-11-2025,uttar pradesh,Varanasi,221003,0,9,varanasi,varanasi
25-11-2025,uttar pradesh,Varanasi,221010,1,27,varanasi,varanasi
25-11-2025,uttar pradesh,Varanasi,221105,1,3,varanasi,varanasi
25-11-2025,uttar pradesh,Varanasi,221307,1,9,varanasi,varanasi
26-11-2025,uttar pradesh,Allahabad,211003,3,156,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,211006,1,18,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,211013,2,21,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,212106,2,29,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,212202,0,3,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,212216,1,0,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,212302,2,8,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,212404,0,3,allahabad,prayagraj
26-11-2025,uttar pradesh,Allahabad,221505,0,36,allahabad,prayagraj
26-11-2025,uttar pradesh,Gorakhpur,273002,1,21,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273008,3,15,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273152,1,34,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273155,1,12,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273213,2,14,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273306,2,40,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273401,0,23,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273404,0,33,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273406,2,12,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273408,0,36,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Gorakhpur,273412,3,27,gorakhpur,gorakhpur
26-11-2025,uttar pradesh,Kanpur Nagar,208006,0,9,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,208011,4,68,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,208017,0,21,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,208024,0,7,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,208026,0,2,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,209202,5,95,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,209217,2,10,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,209304,1,28,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Kanpur Nagar,209401,0,28,kanpur nagar,kanpur nagar
26-11-2025,uttar pradesh,Lucknow,226015,1,1,lucknow,lucknow
26-11-2025,uttar pradesh,Lucknow,226017,2,67,lucknow,lucknow
26-11-2025,uttar pradesh,Lucknow,226020,5,100,lucknow,lucknow
26-11-2025,uttar pradesh,Lucknow,226101,3,23,lucknow,lucknow
26-11-2025,uttar pradesh,Lucknow,226302,0,2,lucknow,lucknow
26-11-2025,uttar pradesh,Lucknow,227107,1,51,lucknow,lucknow
26-11-2025,uttar pradesh,Prayagraj,211004,0,1,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,211006,0,1,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,212301,1,6,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,212302,0,4,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,212303,0,5,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,212405,0,3,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,212507,0,4,prayagraj,prayagraj
26-11-2025,uttar pradesh,Prayagraj,221505,0,1,prayagraj,prayagraj
26-11-2025,uttar pradesh,Varanasi,221001,10,586,varanasi,varanasi
26-11-2025,uttar pradesh,Varanasi,221011,2,24,varanasi,varanasi
26-11-2025,uttar pradesh,Varanasi,221101,6,50,varanasi,varanasi
26-11-2025,uttar pradesh,Varanasi,221105,2,52,varanasi,varanasi
26-11-2025,uttar pradesh,Varanasi,221313,0,3,varanasi,varanasi
26-11-2025,uttar pradesh,Varanasi,221405,1,23,varanasi,varanasi
28-11-2025,uttar pradesh,Allahabad,211001,4,23,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,211004,1,20,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,211006,4,18,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,211008,5,73,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,212301,7,109,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,221502,2,29,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,221503,8,75,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,221508,5,67,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,211010,2,17,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,211011,6,61,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,211014,0,1,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,212106,7,70,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,212108,2,21,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,212109,2,45,allahabad,prayagraj
28-11-2025,uttar pradesh,Allahabad,229413,0,17,allahabad,prayagraj
28-11-2025,uttar pradesh,Gorakhpur,273003,0,5,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273004,0,14,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273009,0,3,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273013,3,61,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273016,6,54,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273158,5,86,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273209,9,115,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273405,1,17,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Gorakhpur,273412,4,45,gorakhpur,gorakhpur
28-11-2025,uttar pradesh,Kanpur Nagar,208010,2,62,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,208011,4,95,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,208012,2,35,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,208017,3,53,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,208024,2,9,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,209121,0,5,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,209205,2,25,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,209305,0,9,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,209308,1,46,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Kanpur Nagar,209402,2,76,kanpur nagar,kanpur nagar
28-11-2025,uttar pradesh,Lucknow,226005,3,40,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,226012,0,29,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,226017,3,103,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,226019,0,2,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,226021,4,73,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,226026,2,25,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,226028,4,55,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,227116,2,18,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,227202,7,28,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,227207,0,1,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,227305,1,52,lucknow,lucknow
28-11-2025,uttar pradesh,Lucknow,227308,5,30,lucknow,lucknow
28-11-2025,uttar pradesh,Prayagraj,211004,2,9,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,211008,0,11,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,211012,0,5,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,211016,1,13,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,212106,0,2,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,212208,0,1,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,212302,0,2,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,212305,0,1,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,221503,0,9,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,229412,0,4,prayagraj,prayagraj
28-11-2025,uttar pradesh,Prayagraj,229413,0,1,prayagraj,prayagraj
28-11-2025,uttar pradesh,Varanasi,221003,7,55,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221004,0,8,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221101,2,66,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221112,0,11,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221116,1,7,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221201,5,31,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221202,5,47,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221305,2,15,varanasi,varanasi
28-11-2025,uttar pradesh,Varanasi,221313,1,3,varanasi,varanasi
21-12-2025,uttar pradesh,Allahabad,211004,1,5,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211010,0,10,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211019,1,17,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212301,3,35,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212307,2,13,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212405,1,4,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212503,0,9,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212507,2,26,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,229413,0,1,allahabad,prayagraj
21-12-2025,uttar pradesh,Gorakhpur,273005,0,7,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273015,2,34,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273152,2,9,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273404,1,14,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273407,4,22,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273411,1,18,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273412,2,14,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Kanpur Nagar,208003,0,6,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208005,0,8,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208007,2,23,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208009,0,1,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208016,1,4,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208021,7,46,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208024,0,1,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,209202,4,17,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,209204,0,3,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Lucknow,226002,3,62,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226004,3,15,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226005,3,13,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226006,1,12,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226008,3,28,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226009,0,1,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226021,4,34,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226028,6,40,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226029,0,17,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226401,1,2,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,227101,0,5,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,227107,1,15,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,227111,1,8,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,227116,0,8,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,227308,2,11,lucknow,lucknow
21-12-2025,uttar pradesh,Prayagraj,211002,1,5,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,211007,1,3,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,211008,1,15,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,211010,0,2,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,211015,1,0,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,211016,2,22,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212110,0,1,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212202,0,4,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212306,3,4,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212307,0,1,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212401,0,2,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212405,0,2,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,212503,0,6,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,221508,1,10,prayagraj,prayagraj
21-12-2025,uttar pradesh,Prayagraj,228411,0,5,prayagraj,prayagraj
21-12-2025,uttar pradesh,Varanasi,221008,6,14,varanasi,varanasi
21-12-2025,uttar pradesh,Varanasi,221108,1,9,varanasi,varanasi
21-12-2025,uttar pradesh,Varanasi,221109,0,9,varanasi,varanasi
21-12-2025,uttar pradesh,Varanasi,221206,1,7,varanasi,varanasi
21-12-2025,uttar pradesh,Varanasi,221305,1,2,varanasi,varanasi
21-12-2025,uttar pradesh,Varanasi,221403,2,9,varanasi,varanasi
29-11-2025,uttar pradesh,Allahabad,211001,1,9,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,211008,5,61,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,211011,2,46,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,211013,1,45,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,212213,0,1,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,212305,3,17,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,212401,2,13,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,221502,1,34,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,221503,15,62,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,221508,5,39,allahabad,prayagraj
29-11-2025,uttar pradesh,Allahabad,229413,0,21,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211002,1,4,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211006,0,5,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211011,1,8,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211012,2,6,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,211016,3,45,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212104,0,9,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212108,1,8,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212306,1,6,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,212401,1,12,allahabad,prayagraj
21-12-2025,uttar pradesh,Allahabad,221503,2,15,allahabad,prayagraj
21-12-2025,uttar pradesh,Gorakhpur,273006,0,3,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273013,0,16,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273014,1,10,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273016,1,15,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273213,0,8,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273401,0,9,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273402,1,20,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Gorakhpur,273403,2,6,gorakhpur,gorakhpur
21-12-2025,uttar pradesh,Kanpur Nagar,208011,1,36,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208012,1,18,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208019,0,19,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,208022,2,22,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,209205,0,11,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,209208,0,4,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,209210,1,9,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Kanpur Nagar,209308,1,6,kanpur nagar,kanpur nagar
21-12-2025,uttar pradesh,Lucknow,226013,0,1,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226015,0,4,lucknow,lucknow
21-12-2025,uttar pradesh,Lucknow,226102,0,6,lucknow,lucknow
