date,state,district,pincode,demo_age_5_17,demo_age_17_,district_norm,district_final
20-12-2025,maharashtra,Mumbai Suburban,400089,1,13,mumbai suburban,mumbai suburban
20-12-2025,maharashtra,Mumbai Suburban,400102,5,30,mumbai suburban,mumbai suburban
20-12-2025,maharashtra,Mumbai( Sub Urban ),400063,0,1,mumbai sub urban,mumbai suburban
20-12-2025,maharashtra,Mumbai( Sub Urban ),400074,0,2,mumbai sub urban,mumbai suburban
20-12-2025,maharashtra,Mumbai( Sub Urban ),400086,0,2,mumbai sub urban,mumbai suburban
20-12-2025,maharashtra,Mumbai( Sub Urban ),400091,0,1,mumbai sub urban,mumbai suburban
20-12-2025,maharashtra,Mumbai( Sub Urban ),400101,0,1,mumbai sub urban,mumbai suburban
20-12-2025,maharashtra,Nagpur,440009,3,24,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440010,1,8,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440016,1,9,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440022,1,13,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440024,4,41,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440030,1,7,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440033,0,2,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440034,9,51,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,440035,4,38,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441103,0,8,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441104,0,13,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441110,5,22,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441122,0,7,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441123,0,3,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441204,1,6,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441404,0,6,nagpur,nagpur
20-12-2025,maharashtra,Nagpur,441501,1,12,nagpur,nagpur
20-12-2025,maharashtra,Nashik,422010,7,44,nashik,nashik
20-12-2025,maharashtra,Nashik,422101,8,33,nashik,nashik
20-12-2025,maharashtra,Nashik,422105,0,1,nashik,nashik
20-12-2025,maharashtra,Nashik,422203,1,14,nashik,nashik
20-12-2025,maharashtra,Nashik,422205,1,4,nashik,nashik
20-12-2025,maharashtra,Nashik,422207,1,4,nashik,nashik
20-12-2025,maharashtra,Nashik,422211,0,17,nashik,nashik
20-12-2025,maharashtra,Nashik,422213,0,18,nashik,nashik
20-12-2025,maharashtra,Nashik,422214,0,0,nashik,nashik
20-12-2025,maharashtra,Nashik,422222,1,4,nashik,nashik
20-12-2025,maharashtra,Nashik,422301,0,2,nashik,nashik
20-12-2025,maharashtra,Nashik,422308,0,3,nashik,nashik
20-12-2025,maharashtra,Nashik,423201,2,3,nashik,nashik
20-12-2025,maharashtra,Nashik,423205,2,18,nashik,nashik
20-12-2025,maharashtra,Nashik,423208,1,8,nashik,nashik
20-12-2025,maharashtra,Nashik,423212,0,6,nashik,nashik
20-12-2025,maharashtra,Nashik,423213,1,11,nashik,nashik
20-12-2025,maharashtra,Nashik,423501,0,15,nashik,nashik
20-12-2025,maharashtra,Pune,410501,5,61,pune,pune
20-12-2025,maharashtra,Pune,410503,0,7,pune,pune
20-12-2025,maharashtra,Pune,410516,0,2,pune,pune
20-12-2025,maharashtra,Pune,411002,3,15,pune,pune
20-12-2025,maharashtra,Pune,411018,0,13,pune,pune
20-12-2025,maharashtra,Pune,411026,1,10,pune,pune
20-12-2025,maharashtra,Pune,411037,2,32,pune,pune
20-12-2025,maharashtra,Pune,411041,6,37,pune,pune
20-12-2025,maharashtra,Pune,411051,0,16,pune,pune
20-12-2025,maharashtra,Pune,412201,3,11,pune,pune
20-12-2025,maharashtra,Pune,412202,2,9,pune,pune
20-12-2025,maharashtra,Pune,412205,0,20,pune,pune
20-12-2025,maharashtra,Pune,412206,0,17,pune,pune
20-12-2025,maharashtra,Pune,412212,1,2,pune,pune
20-12-2025,maharashtra,Pune,412301,1,9,pune,pune
20-12-2025,maharashtra,Pune,412311,1,0,pune,pune
20-12-2025,maharashtra,Pune,413103,1,10,pune,pune
20-12-2025,maharashtra,Thane,400603,0,2,thane,thane
20-12-2025,maharashtra,Thane,400604,5,43,thane,thane
20-12-2025,maharashtra,Thane,400612,38,180,thane,thane
20-12-2025,maharashtra,Thane,400615,3,35,thane,thane
20-12-2025,maharashtra,Thane,400701,7,33,thane,thane
20-12-2025,maharashtra,Thane,400703,0,29,thane,thane
20-12-2025,maharashtra,Thane,401103,0,3,thane,thane
20-12-2025,maharashtra,Thane,401201,0,5,thane,thane
20-12-2025,maharashtra,Thane,401501,0,11,thane,thane
20-12-2025,maharashtra,Thane,401506,0,1,thane,thane
20-12-2025,maharashtra,Thane,421306,7,72,thane,thane
20-12-2025,maharashtra,Thane,421403,1,13,thane,thane
20-12-2025,maharashtra,Thane,421602,1,13,thane,thane
20-12-2025,maharashtra,Thane,421605,4,17,thane,thane
26-11-2025,maharashtra,Mumbai Suburban,400042,0,10,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400056,1,6,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400057,0,8,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400059,3,12,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400061,0,11,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400066,5,12,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400072,4,32,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400078,4,31,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400079,1,6,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400084,1,3,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400097,5,34,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400098,0,5,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai Suburban,400102,1,11,mumbai suburban,mumbai suburban
26-11-2025,maharashtra,Mumbai( Sub Urban ),400084,0,1,mumbai sub urban,mumbai suburban
26-11-2025,maharashtra,Mumbai( Sub Urban ),400086,0,5,mumbai sub urban,mumbai suburban
26-11-2025,maharashtra,Mumbai( Sub Urban ),400097,0,7,mumbai sub urban,mumbai suburban
26-11-2025,maharashtra,Nagpur,440001,0,15,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,440003,0,4,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,440012,0,8,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,440014,1,16,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,440016,2,5,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,440024,3,25,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,440035,4,35,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,441002,1,10,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,441202,1,20,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,441204,1,3,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,441304,1,3,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,441501,1,23,nagpur,nagpur
26-11-2025,maharashtra,Nagpur,441502,1,8,nagpur,nagpur
26-11-2025,maharashtra,Nashik,422202,1,42,nashik,nashik
26-11-2025,maharashtra,Nashik,422204,3,96,nashik,nashik
26-11-2025,maharashtra,Nashik,422206,1,20,nashik,nashik
26-11-2025,maharashtra,Nashik,422210,1,7,nashik,nashik
26-11-2025,maharashtra,Nashik,422211,1,93,nashik,nashik
26-11-2025,maharashtra,Nashik,422213,0,10,nashik,nashik
26-11-2025,maharashtra,Nashik,422303,0,28,nashik,nashik
26-11-2025,maharashtra,Nashik,422305,0,17,nashik,nashik
26-11-2025,maharashtra,Nashik,422306,3,9,nashik,nashik
26-11-2025,maharashtra,Nashik,423111,0,14,nashik,nashik
26-11-2025,maharashtra,Nashik,423201,0,5,nashik,nashik
26-11-2025,maharashtra,Nashik,423202,0,1,nashik,nashik
26-11-2025,maharashtra,Nashik,423208,0,26,nashik,nashik
26-11-2025,maharashtra,Nashik,423303,1,13,nashik,nashik
26-11-2025,maharashtra,Nashik,423403,1,12,nashik,nashik
26-11-2025,maharashtra,Nashik,424109,1,7,nashik,nashik
26-11-2025,maharashtra,Pune,411001,2,49,pune,pune
26-11-2025,maharashtra,Pune,411016,2,38,pune,pune
26-11-2025,maharashtra,Pune,411017,7,55,pune,pune
26-11-2025,maharashtra,Pune,411018,3,18,pune,pune
26-11-2025,maharashtra,Pune,411020,0,9,pune,pune
26-11-2025,maharashtra,Pune,411036,5,23,pune,pune
26-11-2025,maharashtra,Pune,411038,5,51,pune,pune
26-11-2025,maharashtra,Pune,411039,2,30,pune,pune
26-11-2025,maharashtra,Pune,411041,3,46,pune,pune
26-11-2025,maharashtra,Pune,411042,2,43,pune,pune
26-11-2025,maharashtra,Pune,411043,1,10,pune,pune
26-11-2025,maharashtra,Pune,411045,2,20,pune,pune
26-11-2025,maharashtra,Pune,411047,2,14,pune,pune
26-11-2025,maharashtra,Pune,411062,6,26,pune,pune
26-11-2025,maharashtra,Pune,412101,2,30,pune,pune
26-11-2025,maharashtra,Pune,412104,0,5,pune,pune
26-11-2025,maharashtra,Pune,412105,7,62,pune,pune
26-11-2025,maharashtra,Pune,412115,0,20,pune,pune
26-11-2025,maharashtra,Pune,412202,0,19,pune,pune
26-11-2025,maharashtra,Pune,412220,0,5,pune,pune
26-11-2025,maharashtra,Pune,412308,3,32,pune,pune
26-11-2025,maharashtra,Pune,412311,0,3,pune,pune
26-11-2025,maharashtra,Pune,412312,0,2,pune,pune
26-11-2025,maharashtra,Pune,412402,0,22,pune,pune
26-11-2025,maharashtra,Pune,412409,1,23,pune,pune
26-11-2025,maharashtra,Pune,412412,1,15,pune,pune
26-11-2025,maharashtra,Pune,413120,1,20,pune,pune
26-11-2025,maharashtra,Pune,413132,0,18,pune,pune
26-11-2025,maharashtra,Pune,413801,2,36,pune,pune
26-11-2025,maharashtra,Thane,401102,0,13,thane,thane
26-11-2025,maharashtra,Thane,401107,7,113,thane,thane
26-11-2025,maharashtra,Thane,401201,0,11,thane,thane
26-11-2025,maharashtra,Thane,401305,0,17,thane,thane
26-11-2025,maharashtra,Thane,401501,0,24,thane,thane
26-11-2025,maharashtra,Thane,401502,0,6,thane,thane
26-11-2025,maharashtra,Thane,401503,1,5,thane,thane
26-11-2025,maharashtra,Thane,401602,0,19,thane,thane
26-11-2025,maharashtra,Thane,421102,0,19,thane,thane
26-11-2025,maharashtra,Thane,421103,0,4,thane,thane
26-11-2025,maharashtra,Thane,421301,9,187,thane,thane
26-11-2025,maharashtra,Thane,421311,0,7,thane,thane
26-11-2025,maharashtra,Thane,421312,0,21,thane,thane
26-11-2025,maharashtra,Thane,421401,1,121,thane,thane
26-11-2025,maharashtra,Thane,421601,4,141,thane,thane
25-11-2025,maharashtra,Mumbai Suburban,400024,2,7,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400042,2,11,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400043,2,35,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400052,0,6,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400053,1,10,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400055,0,14,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400058,1,13,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400061,1,8,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400065,3,16,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400069,0,12,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400077,1,11,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400080,1,21,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400082,1,4,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400083,1,8,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400086,4,10,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400089,2,7,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400092,1,18,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400094,0,5,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400097,4,33,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai Suburban,400104,2,23,mumbai suburban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400042,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400043,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400064,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400067,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400072,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400074,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400080,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Mumbai( Sub Urban ),400084,0,1,mumbai sub urban,mumbai suburban
25-11-2025,maharashtra,Nagpur,440010,1,9,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,440019,2,2,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,440025,0,4,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,440027,2,15,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441002,0,5,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441102,0,7,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441103,1,3,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441107,0,11,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441108,0,18,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441112,0,4,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441113,0,4,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441202,0,9,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441302,3,7,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441306,0,2,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441501,4,22,nagpur,nagpur
25-11-2025,maharashtra,Nagpur,441502,0,6,nagpur,nagpur
25-11-2025,maharashtra,Nashik,422207,0,7,nashik,nashik
25-11-2025,maharashtra,Nashik,423102,0,8,nashik,nashik
25-11-2025,maharashtra,Nashik,423105,1,15,nashik,nashik
25-11-2025,maharashtra,Nashik,423117,0,4,nashik,nashik
25-11-2025,maharashtra,Nashik,423202,1,2,nashik,nashik
25-11-2025,maharashtra,Nashik,423301,6,21,nashik,nashik
25-11-2025,maharashtra,Nashik,423402,0,2,nashik,nashik
25-11-2025,maharashtra,Pune,410406,0,2,pune,pune
25-11-2025,maharashtra,Pune,410507,4,12,pune,pune
25-11-2025,maharashtra,Pune,411007,1,8,pune,pune
25-11-2025,maharashtra,Pune,411009,1,21,pune,pune
25-11-2025,maharashtra,Pune,411017,4,32,pune,pune
25-11-2025,maharashtra,Pune,411019,1,15,pune,pune
25-11-2025,maharashtra,Pune,411021,2,24,pune,pune
25-11-2025,maharashtra,Pune,411025,1,8,pune,pune
25-11-2025,maharashtra,Pune,411030,3,18,pune,pune
25-11-2025,maharashtra,Pune,411034,1,2,pune,pune
25-11-2025,maharashtra,Pune,411046,6,27,pune,pune
25-11-2025,maharashtra,Pune,411048,9,32,pune,pune
25-11-2025,maharashtra,Pune,412105,2,48,pune,pune
25-11-2025,maharashtra,Pune,412108,0,2,pune,pune
25-11-2025,maharashtra,Pune,412112,0,1,pune,pune
25-11-2025,maharashtra,Pune,412114,0,11,pune,pune
25-11-2025,maharashtra,Pune,412115,1,19,pune,pune
25-11-2025,maharashtra,Pune,412201,0,7,pune,pune
25-11-2025,maharashtra,Pune,412203,1,7,pune,pune
25-11-2025,maharashtra,Pune,412207,3,29,pune,pune
25-11-2025,maharashtra,Pune,412212,0,4,pune,pune
25-11-2025,maharashtra,Pune,412215,0,2,pune,pune
25-11-2025,maharashtra,Pune,412303,0,5,pune,pune
25-11-2025,maharashtra,Pune,412305,1,6,pune,pune
25-11-2025,maharashtra,Pune,413102,6,38,pune,pune
25-11-2025,maharashtra,Pune,413106,3,9,pune,pune
25-11-2025,maharashtra,Pune,413116,0,1,pune,pune
25-11-2025,maharashtra,Pune,413801,1,11,pune,pune
25-11-2025,maharashtra,Thane,400604,3,35,thane,thane
25-11-2025,maharashtra,Thane,400606,3,25,thane,thane
25-11-2025,maharashtra,Thane,400703,5,22,thane,thane
25-11-2025,maharashtra,Thane,400705,0,17,thane,thane
25-11-2025,maharashtra,Thane,400708,7,32,thane,thane
25-11-2025,maharashtra,Thane,401102,0,4,thane,thane
25-11-2025,maharashtra,Thane,401207,0,2,thane,thane
25-11-2025,maharashtra,Thane,401301,0,2,thane,thane
25-11-2025,maharashtra,Thane,401404,0,10,thane,thane
25-11-2025,maharashtra,Thane,401501,0,14,thane,thane
25-11-2025,maharashtra,Thane,401502,0,2,thane,thane
25-11-2025,maharashtra,Thane,401601,0,2,thane,thane
25-11-2025,maharashtra,Thane,401602,0,11,thane,thane
25-11-2025,maharashtra,Thane,401605,0,19,thane,thane
25-11-2025,maharashtra,Thane,421101,1,3,thane,thane
25-11-2025,maharashtra,Thane,421202,3,40,thane,thane
25-11-2025,maharashtra,Thane,421302,16,105,thane,thane
25-11-2025,maharashtra,Thane,421305,1,22,thane,thane
25-11-2025,maharashtra,Thane,421604,0,2,thane,thane
27-11-2025,maharashtra,Mumbai Suburban,400029,2,7,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400058,0,26,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400064,3,27,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400066,4,27,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400076,0,5,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400077,2,9,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400084,2,6,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai Suburban,400093,4,14,mumbai suburban,mumbai suburban
27-11-2025,maharashtra,Mumbai( Sub Urban ),400042,0,1,mumbai sub urban,mumbai suburban
27-11-2025,maharashtra,Mumbai( Sub Urban ),400063,0,1,mumbai sub urban,mumbai suburban
27-11-2025,maharashtra,Mumbai( Sub Urban ),400078,0,3,mumbai sub urban,mumbai suburban
27-11-2025,maharashtra,Mumbai( Sub Urban ),400079,0,2,mumbai sub urban,mumbai suburban
27-11-2025,maharashtra,Mumbai( Sub Urban ),400081,0,2,mumbai sub urban,mumbai suburban
27-11-2025,maharashtra,Mumbai( Sub Urban ),400086,0,7,mumbai sub urban,mumbai suburban
27-11-2025,maharashtra,Nagpur,440006,0,7,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,440018,4,37,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,440019,0,1,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,440022,2,16,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441001,0,17,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441101,4,64,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441109,0,2,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441201,1,23,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441301,1,13,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441304,0,2,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441401,4,73,nagpur,nagpur
27-11-2025,maharashtra,Nagpur,441404,1,8,nagpur,nagpur
27-11-2025,maharashtra,Nashik,422002,0,8,nashik,nashik
27-11-2025,maharashtra,Nashik,422102,1,26,nashik,nashik
27-11-2025,maharashtra,Nashik,422203,3,107,nashik,nashik
27-11-2025,maharashtra,Nashik,422212,3,66,nashik,nashik
27-11-2025,maharashtra,Nashik,422214,0,3,nashik,nashik
27-11-2025,maharashtra,Nashik,422302,0,13,nashik,nashik
27-11-2025,maharashtra,Nashik,422304,1,14,nashik,nashik
27-11-2025,maharashtra,Nashik,422401,0,17,nashik,nashik
27-11-2025,maharashtra,Nashik,422501,1,0,nashik,nashik
27-11-2025,maharashtra,Nashik,423101,1,47,nashik,nashik
27-11-2025,maharashtra,Nashik,423104,8,87,nashik,nashik
27-11-2025,maharashtra,Nashik,423105,3,48,nashik,nashik
27-11-2025,maharashtra,Nashik,423203,7,158,nashik,nashik
27-11-2025,maharashtra,Nashik,423206,1,65,nashik,nashik
27-11-2025,maharashtra,Pune,410403,0,3,pune,pune
