date,state,district,pincode,bio_age_5_17,bio_age_17_,district_norm,district_final
01-03-2025,maharashtra,Nashik,422401,137,333,nashik,nashik
01-03-2025,maharashtra,Nashik,423202,39,145,nashik,nashik
01-03-2025,maharashtra,Thane,421502,25,63,thane,thane
01-03-2025,maharashtra,Thane,421204,229,692,thane,thane
01-03-2025,maharashtra,Pune,412410,89,178,pune,pune
01-03-2025,maharashtra,Nashik,422009,479,1198,nashik,nashik
01-03-2025,maharashtra,Nashik,423117,149,205,nashik,nashik
01-03-2025,maharashtra,Nagpur,441110,245,742,nagpur,nagpur
01-03-2025,maharashtra,Thane,401209,74,826,thane,thane
01-03-2025,maharashtra,Pune,412301,332,933,pune,pune
01-03-2025,maharashtra,Pune,410405,135,406,pune,pune
01-03-2025,maharashtra,Pune,411030,156,421,pune,pune
01-03-2025,maharashtra,Thane,421302,1196,2511,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400068,183,316,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400104,262,241,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nagpur,441102,234,382,nagpur,nagpur
01-03-2025,maharashtra,Pune,412211,125,138,pune,pune
01-03-2025,maharashtra,Nagpur,441404,36,114,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400078,326,284,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412218,262,288,pune,pune
01-03-2025,maharashtra,Thane,400601,297,1070,thane,thane
01-03-2025,maharashtra,Pune,410509,69,149,pune,pune
01-03-2025,maharashtra,Nagpur,441112,67,134,nagpur,nagpur
01-03-2025,maharashtra,Nashik,423301,731,1337,nashik,nashik
01-03-2025,maharashtra,Thane,421605,131,277,thane,thane
01-03-2025,maharashtra,Nagpur,441204,155,393,nagpur,nagpur
01-03-2025,maharashtra,Nagpur,441305,112,450,nagpur,nagpur
01-03-2025,maharashtra,Nagpur,440027,354,873,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422011,126,329,nashik,nashik
01-03-2025,maharashtra,Nashik,422402,455,1143,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400099,47,78,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,413116,83,111,pune,pune
01-03-2025,maharashtra,Nashik,422502,196,374,nashik,nashik
01-03-2025,maharashtra,Pune,411024,36,110,pune,pune
01-03-2025,maharashtra,Pune,412101,253,508,pune,pune
01-03-2025,maharashtra,Thane,401107,604,1505,thane,thane
01-03-2025,maharashtra,Nashik,423402,175,232,nashik,nashik
01-03-2025,maharashtra,Pune,411042,279,705,pune,pune
01-03-2025,maharashtra,Thane,421306,626,1701,thane,thane
01-03-2025,maharashtra,Nagpur,441304,139,751,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400087,12,22,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,400709,351,745,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400058,143,134,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400097,322,469,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412308,217,379,pune,pune
01-03-2025,maharashtra,Nagpur,440001,86,271,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400092,109,183,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,410507,185,312,pune,pune
01-03-2025,maharashtra,Pune,410504,380,683,pune,pune
01-03-2025,maharashtra,Nashik,422205,167,181,nashik,nashik
01-03-2025,maharashtra,Thane,421201,387,1190,thane,thane
01-03-2025,maharashtra,Nashik,422202,414,959,nashik,nashik
01-03-2025,maharashtra,Nagpur,440034,566,1091,nagpur,nagpur
01-03-2025,maharashtra,Pune,413102,742,880,pune,pune
01-03-2025,maharashtra,Pune,411040,100,148,pune,pune
01-03-2025,maharashtra,Pune,412105,412,875,pune,pune
01-03-2025,maharashtra,Thane,421401,243,477,thane,thane
01-03-2025,maharashtra,Pune,410515,76,94,pune,pune
01-03-2025,maharashtra,Thane,400610,133,286,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400089,64,113,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,413132,112,99,pune,pune
01-03-2025,maharashtra,Pune,410506,258,391,pune,pune
01-03-2025,maharashtra,Pune,410401,78,211,pune,pune
01-03-2025,maharashtra,Pune,412104,111,253,pune,pune
01-03-2025,maharashtra,Nagpur,440010,101,273,nagpur,nagpur
01-03-2025,maharashtra,Pune,412103,70,46,pune,pune
01-03-2025,maharashtra,Nashik,422213,225,369,nashik,nashik
01-03-2025,maharashtra,Nashik,422001,292,688,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400070,369,359,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,421202,281,601,thane,thane
01-03-2025,maharashtra,Nagpur,441105,110,516,nagpur,nagpur
01-03-2025,maharashtra,Pune,413104,174,229,pune,pune
01-03-2025,maharashtra,Nashik,422403,496,1084,nashik,nashik
01-03-2025,maharashtra,Nashik,423303,148,181,nashik,nashik
01-03-2025,maharashtra,Pune,411013,112,176,pune,pune
01-03-2025,maharashtra,Thane,421102,153,429,thane,thane
01-03-2025,maharashtra,Thane,421505,168,291,thane,thane
01-03-2025,maharashtra,Thane,400602,110,403,thane,thane
01-03-2025,maharashtra,Nashik,422007,289,768,nashik,nashik
01-03-2025,maharashtra,Pune,412303,149,302,pune,pune
01-03-2025,maharashtra,Nagpur,440009,295,768,nagpur,nagpur
01-03-2025,maharashtra,Thane,401204,29,66,thane,thane
01-03-2025,maharashtra,Nagpur,441201,176,624,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400086,215,227,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400074,140,174,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412411,76,223,pune,pune
01-03-2025,maharashtra,Thane,421103,32,84,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400103,41,62,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411021,189,273,pune,pune
01-03-2025,maharashtra,Nagpur,440033,38,81,nagpur,nagpur
01-03-2025,maharashtra,Thane,401504,13,49,thane,thane
01-03-2025,maharashtra,Nagpur,440018,176,485,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400071,177,238,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,401208,31,408,thane,thane
01-03-2025,maharashtra,Thane,400710,31,64,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400059,91,143,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,401105,252,691,thane,thane
01-03-2025,maharashtra,Nashik,423108,83,218,nashik,nashik
01-03-2025,maharashtra,Thane,400708,373,1033,thane,thane
01-03-2025,maharashtra,Nagpur,440025,59,237,nagpur,nagpur
01-03-2025,maharashtra,Pune,412215,48,145,pune,pune
01-03-2025,maharashtra,Pune,412204,78,107,pune,pune
01-03-2025,maharashtra,Nagpur,440004,38,95,nagpur,nagpur
01-03-2025,maharashtra,Pune,411027,202,577,pune,pune
01-03-2025,maharashtra,Nagpur,440022,136,390,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422006,203,503,nashik,nashik
01-03-2025,maharashtra,Pune,412403,183,230,pune,pune
01-03-2025,maharashtra,Thane,401207,15,53,thane,thane
01-03-2025,maharashtra,Pune,413106,245,281,pune,pune
01-03-2025,maharashtra,Pune,411008,24,44,pune,pune
01-03-2025,maharashtra,Nagpur,441301,112,674,nagpur,nagpur
01-03-2025,maharashtra,Pune,412219,175,243,pune,pune
01-03-2025,maharashtra,Thane,400612,692,1818,thane,thane
01-03-2025,maharashtra,Nashik,423502,317,1033,nashik,nashik
01-03-2025,maharashtra,Nashik,422304,149,273,nashik,nashik
01-03-2025,maharashtra,Pune,412205,127,420,pune,pune
01-03-2025,maharashtra,Pune,411057,303,529,pune,pune
01-03-2025,maharashtra,Nashik,422212,288,897,nashik,nashik
01-03-2025,maharashtra,Nagpur,440037,30,72,nagpur,nagpur
01-03-2025,maharashtra,Pune,411028,506,750,pune,pune
01-03-2025,maharashtra,Pune,411058,158,312,pune,pune
01-03-2025,maharashtra,Thane,400605,397,1064,thane,thane
01-03-2025,maharashtra,Nagpur,441113,190,402,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400080,156,170,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411004,43,118,pune,pune
01-03-2025,maharashtra,Pune,412208,573,432,pune,pune
01-03-2025,maharashtra,Pune,411048,300,675,pune,pune
01-03-2025,maharashtra,Nagpur,440003,48,166,nagpur,nagpur
01-03-2025,maharashtra,Pune,412203,261,325,pune,pune
01-03-2025,maharashtra,Nashik,422206,62,281,nashik,nashik
01-03-2025,maharashtra,Nashik,423208,201,299,nashik,nashik
01-03-2025,maharashtra,Pune,411046,389,887,pune,pune
01-03-2025,maharashtra,Pune,410516,37,50,pune,pune
01-03-2025,maharashtra,Pune,411043,164,571,pune,pune
01-03-2025,maharashtra,Pune,412213,118,254,pune,pune
01-03-2025,maharashtra,Thane,400603,84,282,thane,thane
01-03-2025,maharashtra,Thane,421603,31,29,thane,thane
01-03-2025,maharashtra,Nagpur,440008,242,969,nagpur,nagpur
01-03-2025,maharashtra,Pune,412206,231,654,pune,pune
01-03-2025,maharashtra,Pune,411037,316,665,pune,pune
01-03-2025,maharashtra,Thane,400703,262,480,thane,thane
01-03-2025,maharashtra,Thane,421005,83,305,thane,thane
01-03-2025,maharashtra,Nashik,423105,378,971,nashik,nashik
01-03-2025,maharashtra,Pune,412201,188,336,pune,pune
01-03-2025,maharashtra,Pune,412209,194,241,pune,pune
01-03-2025,maharashtra,Nagpur,441501,293,305,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400102,124,215,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nashik,423302,266,758,nashik,nashik
01-03-2025,maharashtra,Pune,412412,136,266,pune,pune
01-03-2025,maharashtra,Nashik,422104,103,251,nashik,nashik
01-03-2025,maharashtra,Nashik,422103,618,1115,nashik,nashik
01-03-2025,maharashtra,Nashik,423101,323,591,nashik,nashik
01-03-2025,maharashtra,Nashik,422005,49,162,nashik,nashik
01-03-2025,maharashtra,Nashik,423206,246,627,nashik,nashik
01-03-2025,maharashtra,Nagpur,440036,82,148,nagpur,nagpur
01-03-2025,maharashtra,Thane,400606,292,840,thane,thane
01-03-2025,maharashtra,Nagpur,441002,286,767,nagpur,nagpur
01-03-2025,maharashtra,Nagpur,441104,328,563,nagpur,nagpur
01-03-2025,maharashtra,Thane,401607,11,304,thane,thane
01-03-2025,maharashtra,Nagpur,440023,536,1057,nagpur,nagpur
01-03-2025,maharashtra,Thane,421402,41,112,thane,thane
01-03-2025,maharashtra,Nashik,423203,735,1765,nashik,nashik
01-03-2025,maharashtra,Thane,400701,274,696,thane,thane
01-03-2025,maharashtra,Thane,401201,32,299,thane,thane
01-03-2025,maharashtra,Nagpur,441108,439,930,nagpur,nagpur
01-03-2025,maharashtra,Nashik,423204,156,527,nashik,nashik
01-03-2025,maharashtra,Nashik,422308,90,184,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400101,270,317,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,401404,31,348,thane,thane
01-03-2025,maharashtra,Pune,411003,90,202,pune,pune
01-03-2025,maharashtra,Thane,421602,81,237,thane,thane
01-03-2025,maharashtra,Pune,411007,67,209,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400061,53,90,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nagpur,441502,71,133,nagpur,nagpur
01-03-2025,maharashtra,Nagpur,441302,332,688,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422004,196,524,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400064,145,138,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412216,156,165,pune,pune
01-03-2025,maharashtra,Pune,411001,273,413,pune,pune
01-03-2025,maharashtra,Pune,411023,125,287,pune,pune
01-03-2025,maharashtra,Pune,411033,626,1221,pune,pune
01-03-2025,maharashtra,Pune,412305,54,170,pune,pune
01-03-2025,maharashtra,Nashik,422201,46,107,nashik,nashik
01-03-2025,maharashtra,Nashik,422101,672,1576,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400050,122,203,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412108,29,104,pune,pune
01-03-2025,maharashtra,Pune,413105,64,96,pune,pune
01-03-2025,maharashtra,Pune,411011,133,251,pune,pune
01-03-2025,maharashtra,Nagpur,440007,12,39,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422305,308,473,nashik,nashik
01-03-2025,maharashtra,Nagpur,441202,196,608,nagpur,nagpur
01-03-2025,maharashtra,Pune,410513,45,50,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400063,77,104,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400095,203,355,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400094,32,33,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,410510,23,78,pune,pune
01-03-2025,maharashtra,Nashik,423110,85,140,nashik,nashik
01-03-2025,maharashtra,Thane,400615,155,579,thane,thane
01-03-2025,maharashtra,Nashik,422214,10,44,nashik,nashik
01-03-2025,maharashtra,Nashik,422003,995,2399,nashik,nashik
01-03-2025,maharashtra,Nashik,422606,206,319,nashik,nashik
01-03-2025,maharashtra,Thane,421002,241,767,thane,thane
01-03-2025,maharashtra,Nashik,422204,162,817,nashik,nashik
01-03-2025,maharashtra,Thane,401202,15,235,thane,thane
01-03-2025,maharashtra,Thane,401203,20,205,thane,thane
01-03-2025,maharashtra,Nagpur,440015,93,271,nagpur,nagpur
01-03-2025,maharashtra,Pune,412207,303,568,pune,pune
01-03-2025,maharashtra,Pune,412401,36,84,pune,pune
01-03-2025,maharashtra,Nagpur,440032,72,162,nagpur,nagpur
01-03-2025,maharashtra,Nashik,423104,513,1012,nashik,nashik
01-03-2025,maharashtra,Pune,411061,129,273,pune,pune
01-03-2025,maharashtra,Pune,411047,91,206,pune,pune
01-03-2025,maharashtra,Pune,411006,323,668,pune,pune
01-03-2025,maharashtra,Nashik,422303,332,698,nashik,nashik
01-03-2025,maharashtra,Nashik,423213,147,226,nashik,nashik
01-03-2025,maharashtra,Pune,413130,144,230,pune,pune
01-03-2025,maharashtra,Pune,413802,43,46,pune,pune
01-03-2025,maharashtra,Nagpur,441103,166,388,nagpur,nagpur
01-03-2025,maharashtra,Thane,421501,265,731,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400065,109,146,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400069,70,67,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nashik,424109,96,306,nashik,nashik
01-03-2025,maharashtra,Thane,400607,295,581,thane,thane
01-03-2025,maharashtra,Nashik,423205,280,824,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400055,205,201,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400054,52,58,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nagpur,441101,253,548,nagpur,nagpur
01-03-2025,maharashtra,Mumbai Suburban,400079,83,127,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411052,95,189,pune,pune
01-03-2025,maharashtra,Thane,400706,361,814,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400075,86,136,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412404,122,140,pune,pune
01-03-2025,maharashtra,Nashik,422208,262,985,nashik,nashik
01-03-2025,maharashtra,Thane,421308,96,272,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400066,143,231,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411031,27,64,pune,pune
01-03-2025,maharashtra,Thane,400608,30,92,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400024,40,138,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412106,264,448,pune,pune
01-03-2025,maharashtra,Nagpur,440026,243,853,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422010,477,1047,nashik,nashik
01-03-2025,maharashtra,Pune,410511,28,90,pune,pune
01-03-2025,maharashtra,Nashik,422105,37,82,nashik,nashik
01-03-2025,maharashtra,Thane,400604,513,1404,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400029,58,35,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,421403,91,137,thane,thane
01-03-2025,maharashtra,Nagpur,440024,240,778,nagpur,nagpur
01-03-2025,maharashtra,Pune,410501,574,844,pune,pune
01-03-2025,maharashtra,Nashik,422002,92,207,nashik,nashik
01-03-2025,maharashtra,Nagpur,440006,43,97,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422209,379,517,nashik,nashik
01-03-2025,maharashtra,Nagpur,441107,285,525,nagpur,nagpur
01-03-2025,maharashtra,Pune,412212,35,102,pune,pune
01-03-2025,maharashtra,Nashik,423201,163,389,nashik,nashik
01-03-2025,maharashtra,Pune,411019,230,492,pune,pune
01-03-2025,maharashtra,Thane,401101,170,495,thane,thane
01-03-2025,maharashtra,Pune,412210,463,230,pune,pune
01-03-2025,maharashtra,Nagpur,441109,67,65,nagpur,nagpur
01-03-2025,maharashtra,Nashik,423111,108,216,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400042,102,108,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411009,233,718,pune,pune
01-03-2025,maharashtra,Thane,401602,49,840,thane,thane
01-03-2025,maharashtra,Mumbai Suburban,400056,51,51,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Thane,421503,403,1227,thane,thane
01-03-2025,maharashtra,Pune,410503,146,189,pune,pune
01-03-2025,maharashtra,Nashik,422012,297,589,nashik,nashik
01-03-2025,maharashtra,Thane,421001,116,455,thane,thane
01-03-2025,maharashtra,Pune,412306,92,102,pune,pune
01-03-2025,maharashtra,Nashik,423403,221,406,nashik,nashik
01-03-2025,maharashtra,Pune,411041,336,806,pune,pune
01-03-2025,maharashtra,Nagpur,440013,211,617,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422215,156,348,nashik,nashik
01-03-2025,maharashtra,Pune,412307,171,274,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400098,49,41,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nagpur,441001,46,113,nagpur,nagpur
01-03-2025,maharashtra,Nashik,422210,193,331,nashik,nashik
01-03-2025,maharashtra,Pune,411035,86,167,pune,pune
01-03-2025,maharashtra,Pune,411034,36,112,pune,pune
01-03-2025,maharashtra,Pune,411026,74,211,pune,pune
01-03-2025,maharashtra,Nashik,422207,201,329,nashik,nashik
01-03-2025,maharashtra,Pune,412107,19,60,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400076,45,98,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400060,124,199,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412311,57,113,pune,pune
01-03-2025,maharashtra,Pune,413211,32,21,pune,pune
01-03-2025,maharashtra,Nashik,422203,332,893,nashik,nashik
01-03-2025,maharashtra,Nagpur,441210,142,588,nagpur,nagpur
01-03-2025,maharashtra,Pune,411036,140,195,pune,pune
01-03-2025,maharashtra,Nagpur,441203,259,1159,nagpur,nagpur
01-03-2025,maharashtra,Pune,412102,51,88,pune,pune
01-03-2025,maharashtra,Nagpur,441214,98,399,nagpur,nagpur
01-03-2025,maharashtra,Nagpur,441122,111,235,nagpur,nagpur
01-03-2025,maharashtra,Pune,413115,240,235,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400067,329,593,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412312,36,40,pune,pune
01-03-2025,maharashtra,Pune,412202,141,295,pune,pune
01-03-2025,maharashtra,Nagpur,440005,13,28,nagpur,nagpur
01-03-2025,maharashtra,Pune,410502,224,735,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400057,57,82,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411020,72,143,pune,pune
01-03-2025,maharashtra,Nagpur,440021,11,23,nagpur,nagpur
01-03-2025,maharashtra,Pune,413133,104,74,pune,pune
01-03-2025,maharashtra,Nashik,423106,557,1427,nashik,nashik
01-03-2025,maharashtra,Thane,421305,206,516,thane,thane
01-03-2025,maharashtra,Nashik,422102,144,314,nashik,nashik
01-03-2025,maharashtra,Nashik,422301,47,100,nashik,nashik
01-03-2025,maharashtra,Nashik,422008,133,306,nashik,nashik
01-03-2025,maharashtra,Pune,412406,158,214,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400049,29,40,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,411014,441,773,pune,pune
01-03-2025,maharashtra,Pune,413103,320,355,pune,pune
01-03-2025,maharashtra,Pune,411018,223,471,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400053,95,158,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,413114,303,521,pune,pune
01-03-2025,maharashtra,Nashik,422013,90,313,nashik,nashik
01-03-2025,maharashtra,Nagpur,440019,20,39,nagpur,nagpur
01-03-2025,maharashtra,Pune,410505,399,729,pune,pune
01-03-2025,maharashtra,Pune,412405,44,23,pune,pune
01-03-2025,maharashtra,Nagpur,440030,120,395,nagpur,nagpur
01-03-2025,maharashtra,Nagpur,441306,96,361,nagpur,nagpur
01-03-2025,maharashtra,Pune,411051,78,178,pune,pune
01-03-2025,maharashtra,Pune,411039,298,606,pune,pune
01-03-2025,maharashtra,Thane,421601,316,441,thane,thane
01-03-2025,maharashtra,Nashik,423501,364,1170,nashik,nashik
01-03-2025,maharashtra,Mumbai Suburban,400083,111,358,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Mumbai Suburban,400077,55,86,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Pune,412214,94,220,pune,pune
01-03-2025,maharashtra,Pune,412109,78,171,pune,pune
01-03-2025,maharashtra,Thane,421301,835,2076,thane,thane
01-03-2025,maharashtra,Thane,401301,14,93,thane,thane
01-03-2025,maharashtra,Thane,401501,17,781,thane,thane
01-03-2025,maharashtra,Pune,411045,161,267,pune,pune
01-03-2025,maharashtra,Mumbai Suburban,400093,108,108,mumbai suburban,mumbai suburban
01-03-2025,maharashtra,Nagpur,441401,279,974,nagpur,nagpur
01-03-2025,maharashtra,Pune,411022,26,29,pune,pune
01-03-2025,maharashtra,Pune,411015,289,461,pune,pune
01-03-2025,maharashtra,Pune,413120,78,236,pune,pune
01-03-2025,maharashtra,Nashik,423212,146,417,nashik,nashik
01-03-2025,maharashtra,Pune,411005,44,84,pune,pune
01-03-2025,maharashtra,Pune,412402,65,151,pune,pune
01-03-2025,maharashtra,Pune,411062,137,378,pune,pune
01-04-2025,maharashtra,Thane,401201,25,289,thane,thane
01-04-2025,maharashtra,Nagpur,441203,226,1446,nagpur,nagpur
01-04-2025,maharashtra,Nagpur,440007,25,45,nagpur,nagpur
01-04-2025,maharashtra,Nashik,422003,755,1820,nashik,nashik
01-04-2025,maharashtra,Nashik,422502,116,276,nashik,nashik
01-04-2025,maharashtra,Thane,421204,280,668,thane,thane
01-04-2025,maharashtra,Thane,401107,833,1678,thane,thane
01-04-2025,maharashtra,Thane,421602,97,200,thane,thane
01-04-2025,maharashtra,Pune,410511,42,58,pune,pune
01-04-2025,maharashtra,Thane,400604,583,1070,thane,thane
01-04-2025,maharashtra,Pune,412307,195,265,pune,pune
01-04-2025,maharashtra,Nagpur,441301,75,522,nagpur,nagpur
01-04-2025,maharashtra,Nagpur,441105,98,362,nagpur,nagpur
01-04-2025,maharashtra,Pune,412207,380,472,pune,pune
01-04-2025,maharashtra,Pune,413211,14,22,pune,pune
