date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_norm,district_final
01-07-2025,uttar pradesh,Varanasi,221005,119,237,22,varanasi,varanasi
01-07-2025,uttar pradesh,Gorakhpur,273209,176,381,11,gorakhpur,gorakhpur
01-07-2025,uttar pradesh,Varanasi,221010,179,276,16,varanasi,varanasi
01-07-2025,uttar pradesh,Lucknow,226004,137,147,13,lucknow,lucknow
01-07-2025,uttar pradesh,Varanasi,221101,251,597,18,varanasi,varanasi
01-07-2025,uttar pradesh,Lucknow,226005,108,140,19,lucknow,lucknow
01-07-2025,uttar pradesh,Varanasi,221104,222,499,22,varanasi,varanasi
01-07-2025,uttar pradesh,Gorakhpur,273015,182,415,17,gorakhpur,gorakhpur
01-07-2025,uttar pradesh,Kanpur Nagar,209206,235,489,18,kanpur nagar,kanpur nagar
01-07-2025,uttar pradesh,Gorakhpur,273402,253,391,14,gorakhpur,gorakhpur
01-07-2025,uttar pradesh,Gorakhpur,273016,139,308,11,gorakhpur,gorakhpur
01-07-2025,uttar pradesh,Kanpur Nagar,208001,728,900,31,kanpur nagar,kanpur nagar
01-07-2025,uttar pradesh,Gorakhpur,273412,213,275,15,gorakhpur,gorakhpur
01-07-2025,uttar pradesh,Varanasi,221109,55,82,10,varanasi,varanasi
01-07-2025,uttar pradesh,Kanpur Nagar,208017,111,199,11,kanpur nagar,kanpur nagar
01-07-2025,uttar pradesh,Varanasi,221011,153,238,41,varanasi,varanasi
01-07-2025,uttar pradesh,Varanasi,221001,465,816,83,varanasi,varanasi
01-07-2025,uttar pradesh,Varanasi,221002,267,406,12,varanasi,varanasi
01-07-2025,uttar pradesh,Lucknow,226010,182,212,11,lucknow,lucknow
01-07-2025,uttar pradesh,Gorakhpur,273008,79,151,28,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Allahabad,211004,1,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211016,2,3,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212109,9,5,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212208,1,1,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212306,11,5,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212402,12,10,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212405,1,1,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212503,4,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,221503,6,6,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,221508,3,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Gorakhpur,273004,2,5,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273007,3,5,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273161,0,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273165,8,6,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273201,1,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273213,0,3,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273408,5,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Kanpur Nagar,208002,2,1,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208003,0,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208006,1,5,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209202,11,13,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209206,4,11,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209209,2,6,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209217,3,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Lucknow,226012,3,4,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226013,1,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226022,1,5,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226024,2,7,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226026,1,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226029,0,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226030,1,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227205,3,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Prayagraj,211008,1,0,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,211013,1,2,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212302,1,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212503,1,0,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,221508,0,2,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Varanasi,221003,7,9,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221008,6,3,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221103,2,3,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221106,2,2,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221108,0,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221109,0,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221201,0,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221202,2,7,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221210,0,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221307,3,10,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221311,3,4,0,varanasi,varanasi
01-09-2025,uttar pradesh,Allahabad,211001,2,2,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211006,3,2,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212107,7,4,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212301,5,9,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212302,2,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212305,1,4,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212307,0,1,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212502,4,4,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,221502,2,4,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Gorakhpur,273013,3,6,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273152,3,11,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273155,1,1,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273401,3,4,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273405,1,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273406,1,4,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273407,4,7,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273411,2,3,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Kanpur Nagar,208004,5,4,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208013,3,2,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208014,3,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208015,0,1,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208022,0,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208027,9,9,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209204,0,1,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209208,0,6,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Lucknow,226015,3,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226401,0,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227308,7,4,0,lucknow,lucknow
01-09-2025,uttar pradesh,Prayagraj,211003,0,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212307,0,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212502,1,0,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Varanasi,221001,16,10,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221005,2,4,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221007,8,7,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221010,8,7,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221105,6,6,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221107,5,13,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221206,1,5,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221209,0,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221403,2,8,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,232105,0,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Allahabad,211008,6,8,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211011,2,3,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211013,7,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211019,3,3,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212507,9,5,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,228411,3,1,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,229413,3,3,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Gorakhpur,273006,0,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273012,1,1,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273016,0,6,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273158,5,11,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273209,3,18,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273212,8,13,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273404,0,3,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273413,4,13,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Kanpur Nagar,208010,2,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208011,3,7,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208016,1,0,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208017,6,4,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208020,1,5,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208021,6,13,1,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209214,3,1,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Lucknow,226001,2,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226003,13,6,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226005,3,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226009,1,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226018,5,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226021,5,4,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226023,3,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226025,1,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226031,1,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227111,4,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227115,3,6,0,lucknow,lucknow
01-09-2025,uttar pradesh,Prayagraj,211011,0,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212401,0,2,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,221503,0,3,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,228411,1,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Varanasi,221002,3,7,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221207,1,2,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221305,3,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Allahabad,211010,3,1,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211012,2,7,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212106,15,2,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212108,2,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212303,8,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Gorakhpur,273001,4,8,1,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273002,4,4,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273010,1,1,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273014,1,4,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273017,1,0,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273203,1,1,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273211,4,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273403,3,5,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273409,2,2,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Kanpur Nagar,208001,20,20,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208005,3,2,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208007,5,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208012,5,2,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209210,4,5,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209401,1,2,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Lucknow,226002,8,9,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226006,2,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226008,5,2,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226011,4,6,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226019,0,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226020,17,5,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226101,1,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226203,0,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226301,1,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226302,5,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227125,5,2,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227202,2,3,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227305,9,14,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227309,0,2,0,lucknow,lucknow
01-09-2025,uttar pradesh,Prayagraj,211002,0,2,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212306,0,4,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,229412,1,0,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,229413,0,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Varanasi,221112,2,4,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221116,2,2,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221204,2,3,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221302,1,5,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221313,1,0,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221405,2,1,0,varanasi,varanasi
01-09-2025,uttar pradesh,Allahabad,211002,0,3,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,211003,6,7,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212104,2,3,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212202,1,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,212401,2,0,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,221505,3,6,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,221507,3,8,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Allahabad,229412,5,2,0,allahabad,prayagraj
01-09-2025,uttar pradesh,Gorakhpur,273005,1,3,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273015,3,10,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273202,3,1,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273306,4,6,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273402,10,15,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Gorakhpur,273412,4,10,0,gorakhpur,gorakhpur
01-09-2025,uttar pradesh,Kanpur Nagar,208019,4,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,208023,5,1,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209203,2,3,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209205,1,2,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209304,2,2,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209308,1,4,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Kanpur Nagar,209402,1,5,0,kanpur nagar,kanpur nagar
01-09-2025,uttar pradesh,Lucknow,226004,5,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226007,0,2,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226010,3,4,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226016,6,5,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226017,7,6,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226028,6,8,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226102,1,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,226501,1,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227105,2,0,0,lucknow,lucknow
01-09-2025,uttar pradesh,Lucknow,227107,7,1,0,lucknow,lucknow
01-09-2025,uttar pradesh,Prayagraj,211001,0,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,211006,1,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,211012,1,0,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212104,0,1,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Prayagraj,212507,1,2,0,prayagraj,prayagraj
01-09-2025,uttar pradesh,Varanasi,221011,2,4,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221101,8,20,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221104,10,12,0,varanasi,varanasi
01-09-2025,uttar pradesh,Varanasi,221208,0,3,0,varanasi,varanasi
02-09-2025,uttar pradesh,Allahabad,211008,3,6,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,211016,1,2,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,211019,7,5,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,212104,4,3,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,212107,19,2,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,212217,0,1,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,212404,1,0,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,221507,5,4,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,228411,1,0,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Allahabad,229413,0,5,0,allahabad,prayagraj
02-09-2025,uttar pradesh,Gorakhpur,273004,0,3,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273010,1,0,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273158,10,20,1,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273209,6,15,1,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273213,0,2,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273306,2,3,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273402,6,13,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273403,1,5,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273406,2,2,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Gorakhpur,273408,6,4,0,gorakhpur,gorakhpur
02-09-2025,uttar pradesh,Kanpur Nagar,208010,1,2,0,kanpur nagar,kanpur nagar
02-09-2025,uttar pradesh,Kanpur Nagar,208012,3,2,0,kanpur nagar,kanpur nagar
02-09-2025,uttar pradesh,Kanpur Nagar,208020,2,1,0,kanpur nagar,kanpur nagar
02-09-2025,uttar pradesh,Kanpur Nagar,208025,2,5,0,kanpur nagar,kanpur nagar
