date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_norm,district_final
01-09-2025,tamil nadu,Salem,636138,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636203,1,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636204,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636305,3,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636454,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636457,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636501,3,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636503,2,1,0,salem,salem
01-09-2025,tamil nadu,Salem,637104,1,0,0,salem,salem
01-09-2025,tamil nadu,Tiruchirappalli,620002,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620004,1,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620102,7,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621002,3,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621005,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621011,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621014,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621112,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621206,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621211,4,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621308,2,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621712,6,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,639103,13,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Chennai,600001,4,2,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600014,3,2,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600028,2,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600093,1,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600107,3,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600119,3,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600129,0,2,0,chennai,chennai
01-09-2025,tamil nadu,Coimbatore,641015,1,1,1,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641016,4,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641024,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641027,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641042,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641048,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641111,1,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641402,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Madurai,625001,6,4,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625005,1,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625006,3,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625012,3,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625017,9,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625019,2,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625103,18,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625106,34,1,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625234,0,1,0,madurai,madurai
01-09-2025,tamil nadu,Salem,636006,6,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636007,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636015,4,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636016,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636109,3,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636122,1,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636201,3,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636202,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636303,4,3,0,salem,salem
01-09-2025,tamil nadu,Salem,637304,1,0,0,salem,salem
01-09-2025,tamil nadu,Tiruchirappalli,620015,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620019,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621003,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621012,0,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621104,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621209,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621310,0,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,639101,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Chennai,600004,3,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600005,1,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600007,1,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600033,2,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600039,5,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600041,2,2,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600042,3,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600088,1,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600094,6,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600097,0,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600118,3,1,0,chennai,chennai
01-09-2025,tamil nadu,Coimbatore,641004,3,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641005,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641010,2,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641012,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641014,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641020,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641022,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641032,3,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641062,4,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641107,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641110,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641113,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641302,4,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641663,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641668,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641669,8,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641697,1,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642002,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642003,4,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642006,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642104,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642109,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642129,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Madurai,625008,4,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625016,7,1,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625020,11,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625022,4,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625101,2,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625201,1,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625501,3,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625527,2,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625532,6,1,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625537,6,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625705,3,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625706,16,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625708,2,0,0,madurai,madurai
01-09-2025,tamil nadu,Salem,636003,3,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636010,4,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636112,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636115,4,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636116,5,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636117,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636302,1,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636401,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636458,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636502,1,1,0,salem,salem
01-09-2025,tamil nadu,Salem,637101,2,1,0,salem,salem
01-09-2025,tamil nadu,Salem,637103,3,1,0,salem,salem
01-09-2025,tamil nadu,Salem,637107,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,637501,2,0,0,salem,salem
01-09-2025,tamil nadu,Tiruchirappalli,620001,9,2,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620009,3,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620013,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620017,4,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620021,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620026,0,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621009,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621202,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621207,1,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621208,4,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621215,3,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621306,11,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621651,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621703,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Chennai,600010,4,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600011,3,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600013,3,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600021,3,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600024,3,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600026,2,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600040,1,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600102,1,0,0,chennai,chennai
01-09-2025,tamil nadu,Coimbatore,641002,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641008,4,2,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641017,0,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641019,0,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641026,2,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641043,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641046,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641103,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641104,3,2,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641109,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641114,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641201,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Madurai,625007,8,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625018,6,1,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625021,1,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625218,3,1,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625301,1,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625402,0,2,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625514,5,1,0,madurai,madurai
01-09-2025,tamil nadu,Salem,636106,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636107,5,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636108,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636113,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636141,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636309,2,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636402,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636451,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636452,3,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636453,4,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636455,1,3,0,salem,salem
01-09-2025,tamil nadu,Salem,637102,2,0,0,salem,salem
01-09-2025,tamil nadu,Tiruchirappalli,620005,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620006,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620008,2,2,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620012,3,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620014,1,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,620101,3,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621001,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621105,1,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621109,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621217,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621218,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621312,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621315,4,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621601,2,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621652,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621653,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Chennai,600002,4,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600012,1,2,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600019,1,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600030,1,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600038,1,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600081,3,0,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600082,1,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600091,0,1,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600100,3,2,0,chennai,chennai
01-09-2025,tamil nadu,Chennai,600112,3,1,0,chennai,chennai
01-09-2025,tamil nadu,Coimbatore,641001,7,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641006,3,0,1,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641023,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641025,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641028,1,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641030,3,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641045,1,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641050,0,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641301,5,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641653,2,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,641659,4,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642001,2,1,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642005,3,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Coimbatore,642110,2,0,0,coimbatore,coimbatore
01-09-2025,tamil nadu,Madurai,625002,4,1,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625009,4,3,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625102,1,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625107,2,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625214,4,0,0,madurai,madurai
01-09-2025,tamil nadu,Madurai,625529,1,1,0,madurai,madurai
01-09-2025,tamil nadu,Salem,636005,4,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636008,4,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636009,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636011,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636012,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636101,4,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636104,0,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636111,5,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636139,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636140,2,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636306,0,1,0,salem,salem
01-09-2025,tamil nadu,Salem,636351,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636601,1,0,0,salem,salem
01-09-2025,tamil nadu,Salem,636602,1,0,0,salem,salem
01-09-2025,tamil nadu,Tiruchirappalli,621203,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621302,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621307,3,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621314,1,1,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,621711,1,0,0,tiruchirappalli,tiruchirappalli
01-09-2025,tamil nadu,Tiruchirappalli,622102,2,1,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Chennai,600002,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600005,4,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600010,5,2,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600023,4,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600061,0,1,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600066,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600097,2,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600115,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600118,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600126,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Coimbatore,641004,1,1,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,641012,1,0,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,641016,2,1,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,641022,1,0,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,641045,4,0,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,641101,3,1,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,641114,1,0,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,642001,2,1,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,642129,1,0,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Coimbatore,642202,1,0,0,coimbatore,coimbatore
02-09-2025,tamil nadu,Madurai,625007,7,0,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625009,5,1,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625011,3,0,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625014,7,2,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625018,9,1,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625218,0,2,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625221,0,1,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625301,3,0,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625701,1,0,0,madurai,madurai
02-09-2025,tamil nadu,Madurai,625702,4,0,0,madurai,madurai
02-09-2025,tamil nadu,Salem,636005,2,1,0,salem,salem
02-09-2025,tamil nadu,Salem,636103,2,0,0,salem,salem
02-09-2025,tamil nadu,Salem,636108,4,0,0,salem,salem
02-09-2025,tamil nadu,Salem,636141,1,0,0,salem,salem
02-09-2025,tamil nadu,Salem,636305,4,0,0,salem,salem
02-09-2025,tamil nadu,Salem,636308,1,0,0,salem,salem
02-09-2025,tamil nadu,Salem,636354,1,0,0,salem,salem
02-09-2025,tamil nadu,Salem,636455,1,1,0,salem,salem
02-09-2025,tamil nadu,Salem,637504,2,0,0,salem,salem
02-09-2025,tamil nadu,Tiruchirappalli,620007,2,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,620009,1,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,620013,2,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,620015,1,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,620020,3,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621010,1,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621109,1,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621209,3,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621214,3,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621218,3,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621306,3,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,621315,2,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Tiruchirappalli,639103,16,0,0,tiruchirappalli,tiruchirappalli
02-09-2025,tamil nadu,Chennai,600001,5,1,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600004,8,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600006,0,1,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600015,1,1,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600032,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600033,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600039,6,1,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600058,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600085,1,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600092,1,2,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600112,2,0,0,chennai,chennai
02-09-2025,tamil nadu,Chennai,600119,1,2,0,chennai,chennai
