date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_norm,district_final
01-09-2025,chhattisgarh,Bilaspur,495009,5,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495223,1,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Durg,490023,10,1,0,durg,durg
01-09-2025,chhattisgarh,Durg,490042,2,0,0,durg,durg
01-09-2025,chhattisgarh,Durg,491111,7,0,0,durg,durg
01-09-2025,chhattisgarh,Durg,491223,1,0,0,durg,durg
01-09-2025,chhattisgarh,Korba,495677,6,1,0,korba,korba
01-09-2025,chhattisgarh,Raipur,492008,2,0,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493111,6,1,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493881,3,0,0,raipur,raipur
01-09-2025,chhattisgarh,Bilaspur,495001,20,1,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495117,3,2,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495446,1,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495551,16,6,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495559,2,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Durg,490006,5,2,0,durg,durg
01-09-2025,chhattisgarh,Durg,491107,3,1,0,durg,durg
01-09-2025,chhattisgarh,Korba,495449,7,1,0,korba,korba
01-09-2025,chhattisgarh,Korba,495450,1,0,0,korba,korba
01-09-2025,chhattisgarh,Korba,495454,1,0,0,korba,korba
01-09-2025,chhattisgarh,Korba,495455,1,0,0,korba,korba
01-09-2025,chhattisgarh,Raigarh,496113,3,1,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496118,5,1,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496661,3,0,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raipur,492001,9,2,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492006,1,1,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492009,6,0,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492015,5,0,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492101,1,0,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493441,9,0,0,raipur,raipur
01-09-2025,chhattisgarh,Bilaspur,495006,2,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495112,1,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495118,6,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495222,1,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495442,5,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Bilaspur,495555,1,0,0,bilaspur,bilaspur
01-09-2025,chhattisgarh,Durg,490011,6,1,0,durg,durg
01-09-2025,chhattisgarh,Durg,490024,1,0,0,durg,durg
01-09-2025,chhattisgarh,Durg,490026,3,1,0,durg,durg
01-09-2025,chhattisgarh,Korba,495447,0,1,0,korba,korba
01-09-2025,chhattisgarh,Korba,495452,1,0,0,korba,korba
01-09-2025,chhattisgarh,Korba,495453,4,1,0,korba,korba
01-09-2025,chhattisgarh,Korba,495671,6,0,0,korba,korba
01-09-2025,chhattisgarh,Raigarh,496001,6,0,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496116,17,0,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496554,1,0,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496665,7,1,0,raigarh,raigarh
01-09-2025,chhattisgarh,Raipur,493225,6,1,0,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493885,1,0,0,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495004,5,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495220,8,1,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495222,2,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495223,3,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490020,1,1,0,durg,durg
02-09-2025,chhattisgarh,Durg,490024,1,1,0,durg,durg
02-09-2025,chhattisgarh,Durg,491107,6,1,0,durg,durg
02-09-2025,chhattisgarh,Durg,491340,2,0,0,durg,durg
02-09-2025,chhattisgarh,Korba,495446,5,0,0,korba,korba
02-09-2025,chhattisgarh,Korba,495449,1,0,0,korba,korba
02-09-2025,chhattisgarh,Korba,495453,3,0,0,korba,korba
02-09-2025,chhattisgarh,Korba,495671,2,1,0,korba,korba
02-09-2025,chhattisgarh,Korba,495678,2,0,0,korba,korba
02-09-2025,chhattisgarh,Raigarh,496001,10,3,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496113,5,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,492012,4,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492013,4,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492015,5,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493885,4,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493889,1,0,0,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495001,18,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495009,48,2,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495112,5,1,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495116,2,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495446,1,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495551,28,8,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490021,3,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,490036,5,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,490042,3,1,0,durg,durg
02-09-2025,chhattisgarh,Durg,491001,5,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,491111,8,2,0,durg,durg
02-09-2025,chhattisgarh,Durg,491225,1,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,491331,2,0,0,durg,durg
02-09-2025,chhattisgarh,Korba,495452,1,1,0,korba,korba
02-09-2025,chhattisgarh,Korba,495454,2,0,0,korba,korba
02-09-2025,chhattisgarh,Korba,495674,8,1,0,korba,korba
02-09-2025,chhattisgarh,Raigarh,496100,5,0,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,492004,1,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492007,1,1,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492010,0,1,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492014,2,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493113,1,0,0,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495006,5,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495118,4,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495119,3,6,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495449,2,1,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495555,2,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495559,2,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490001,1,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,490011,6,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,491221,3,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,491332,1,0,0,durg,durg
02-09-2025,chhattisgarh,Korba,495119,3,1,0,korba,korba
02-09-2025,chhattisgarh,Korba,495445,9,1,0,korba,korba
02-09-2025,chhattisgarh,Raigarh,496111,3,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496116,3,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496440,5,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496665,15,0,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,492003,0,2,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492008,1,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492009,2,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493114,8,1,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493116,3,2,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493441,2,0,0,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495117,4,6,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495330,4,1,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495442,9,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490025,2,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,490026,1,1,0,durg,durg
02-09-2025,chhattisgarh,Durg,491223,2,1,0,durg,durg
02-09-2025,chhattisgarh,Korba,495450,1,1,0,korba,korba
02-09-2025,chhattisgarh,Korba,495677,4,1,0,korba,korba
02-09-2025,chhattisgarh,Korba,495684,8,1,0,korba,korba
02-09-2025,chhattisgarh,Raigarh,496115,1,0,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496220,1,0,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496445,2,0,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496661,5,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,493221,7,0,0,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495113,6,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495224,20,0,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495550,9,2,0,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490006,2,0,0,durg,durg
02-09-2025,chhattisgarh,Durg,490023,9,2,0,durg,durg
02-09-2025,chhattisgarh,Durg,492015,1,0,0,durg,durg
02-09-2025,chhattisgarh,Korba,495447,3,0,0,korba,korba
02-09-2025,chhattisgarh,Raigarh,496107,4,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496118,4,1,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496450,2,0,0,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,492001,10,2,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492099,2,2,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492101,4,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493111,6,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493225,5,0,0,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493661,6,2,0,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495004,3,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495117,1,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495118,1,1,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495223,1,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495550,1,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,491111,5,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,491331,2,1,0,durg,durg
03-09-2025,chhattisgarh,Korba,495119,1,0,0,korba,korba
03-09-2025,chhattisgarh,Korba,495445,12,4,0,korba,korba
03-09-2025,chhattisgarh,Korba,495683,4,0,0,korba,korba
03-09-2025,chhattisgarh,Raigarh,496111,6,1,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492003,1,1,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492009,1,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492015,4,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493116,0,1,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493881,3,1,0,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495006,6,2,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495119,2,1,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495224,9,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495555,0,1,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490006,3,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,490009,1,3,0,durg,durg
03-09-2025,chhattisgarh,Durg,491107,1,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,491222,1,0,0,durg,durg
03-09-2025,chhattisgarh,Korba,495446,2,1,0,korba,korba
03-09-2025,chhattisgarh,Korba,495453,2,0,0,korba,korba
03-09-2025,chhattisgarh,Korba,495677,1,2,0,korba,korba
03-09-2025,chhattisgarh,Raigarh,496440,1,1,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496661,8,0,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492001,10,2,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492014,4,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493114,4,1,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493441,5,0,0,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495009,1,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495220,4,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495330,11,1,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490011,1,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,490021,2,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,490036,1,1,0,durg,durg
03-09-2025,chhattisgarh,Durg,491001,5,3,0,durg,durg
03-09-2025,chhattisgarh,Korba,495674,12,3,0,korba,korba
03-09-2025,chhattisgarh,Raigarh,496001,25,0,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496100,3,0,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496450,7,0,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492011,1,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492099,2,0,0,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495112,5,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495442,12,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490022,1,1,0,durg,durg
03-09-2025,chhattisgarh,Durg,490023,8,1,0,durg,durg
03-09-2025,chhattisgarh,Durg,490025,2,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,490042,1,2,0,durg,durg
03-09-2025,chhattisgarh,Durg,491221,1,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,491340,1,0,0,durg,durg
03-09-2025,chhattisgarh,Korba,495454,1,0,0,korba,korba
03-09-2025,chhattisgarh,Korba,495684,9,0,0,korba,korba
03-09-2025,chhattisgarh,Raigarh,496116,2,3,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496665,8,1,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492006,3,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492013,3,1,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492101,3,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493225,7,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493661,7,1,0,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495001,13,1,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495113,3,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495116,5,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495446,0,1,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495449,2,0,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495551,11,7,0,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490020,2,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,490024,4,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,491223,1,0,0,durg,durg
03-09-2025,chhattisgarh,Durg,491332,1,0,0,durg,durg
03-09-2025,chhattisgarh,Korba,495442,0,3,0,korba,korba
03-09-2025,chhattisgarh,Korba,495447,3,0,0,korba,korba
03-09-2025,chhattisgarh,Korba,495449,7,2,0,korba,korba
03-09-2025,chhattisgarh,Korba,495450,3,0,0,korba,korba
03-09-2025,chhattisgarh,Korba,495671,3,1,0,korba,korba
03-09-2025,chhattisgarh,Korba,495678,2,0,0,korba,korba
03-09-2025,chhattisgarh,Raigarh,496107,15,1,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496113,13,0,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496118,2,0,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496445,3,1,0,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492004,2,1,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492012,2,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493113,1,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493221,3,0,0,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493885,2,0,0,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495006,4,1,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495116,0,1,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495118,2,1,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495220,4,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490036,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,491221,0,1,0,durg,durg
04-09-2025,chhattisgarh,Korba,495450,1,0,0,korba,korba
04-09-2025,chhattisgarh,Korba,495677,5,0,0,korba,korba
04-09-2025,chhattisgarh,Korba,495678,0,1,0,korba,korba
04-09-2025,chhattisgarh,Korba,495684,3,0,0,korba,korba
04-09-2025,chhattisgarh,Raigarh,496001,4,1,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496107,3,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496113,3,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496115,2,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496440,3,1,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496445,1,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496665,4,1,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492001,14,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492101,1,1,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493441,8,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493661,7,0,0,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495330,5,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495449,1,1,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495559,2,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490006,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,491111,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,491228,1,0,0,durg,durg
04-09-2025,chhattisgarh,Korba,495446,1,0,0,korba,korba
04-09-2025,chhattisgarh,Korba,495452,2,0,0,korba,korba
04-09-2025,chhattisgarh,Korba,495454,2,0,0,korba,korba
04-09-2025,chhattisgarh,Raigarh,496100,1,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496450,2,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496661,3,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492004,1,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492006,2,3,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492007,1,1,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492010,4,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493885,3,0,0,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495004,2,1,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495117,1,2,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490021,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,490024,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,491107,2,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,491331,1,0,0,durg,durg
04-09-2025,chhattisgarh,Korba,495445,1,0,0,korba,korba
04-09-2025,chhattisgarh,Raigarh,496116,4,0,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496554,0,1,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492003,5,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492014,6,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493116,2,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493221,7,3,0,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495001,11,4,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495113,1,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495224,3,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495442,1,3,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495550,5,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495551,20,8,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,491001,9,1,1,durg,durg
04-09-2025,chhattisgarh,Korba,495449,4,0,0,korba,korba
04-09-2025,chhattisgarh,Raipur,492015,6,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493114,4,0,0,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495009,21,1,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495112,4,0,0,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490001,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,490009,0,0,2,durg,durg
04-09-2025,chhattisgarh,Durg,490011,2,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,490020,1,0,1,durg,durg
04-09-2025,chhattisgarh,Durg,490023,4,0,1,durg,durg
04-09-2025,chhattisgarh,Durg,490026,1,0,0,durg,durg
04-09-2025,chhattisgarh,Durg,491223,1,0,0,durg,durg
04-09-2025,chhattisgarh,Korba,495674,0,1,0,korba,korba
04-09-2025,chhattisgarh,Raigarh,496111,4,1,0,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492008,1,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492013,9,1,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492099,2,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493111,2,0,0,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493225,4,1,0,raipur,raipur
05-09-2025,chhattisgarh,Bilaspur,495113,3,1,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495119,2,0,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495220,0,1,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495442,0,1,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Durg,490023,0,1,0,durg,durg
05-09-2025,chhattisgarh,Durg,491226,1,0,0,durg,durg
05-09-2025,chhattisgarh,Korba,495454,1,0,0,korba,korba
05-09-2025,chhattisgarh,Korba,495674,2,0,0,korba,korba
05-09-2025,chhattisgarh,Raigarh,496115,1,0,0,raigarh,raigarh
05-09-2025,chhattisgarh,Raigarh,496440,6,0,0,raigarh,raigarh
05-09-2025,chhattisgarh,Raipur,492007,4,0,0,raipur,raipur
05-09-2025,chhattisgarh,Raipur,493661,2,0,0,raipur,raipur
05-09-2025,chhattisgarh,Bilaspur,495006,2,1,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495112,1,0,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495550,1,0,0,bilaspur,bilaspur
05-09-2025,chhattisgarh,Durg,490026,2,0,0,durg,durg
05-09-2025,chhattisgarh,Korba,495445,3,3,0,korba,korba
05-09-2025,chhattisgarh,Korba,495449,2,0,0,korba,korba
05-09-2025,chhattisgarh,Raigarh,496107,1,0,0,raigarh,raigarh
05-09-2025,chhattisgarh,Raigarh,496118,1,0,0,raigarh,raigarh
