date,state,district,pincode,bio_age_5_17,bio_age_17_,district_norm,district_final
01-03-2025,chhattisgarh,Bilaspur,495118,53,237,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raipur,492099,163,255,raipur,raipur
01-03-2025,chhattisgarh,Raigarh,496665,98,482,raigarh,raigarh
01-03-2025,chhattisgarh,Raipur,493889,11,21,raipur,raipur
01-03-2025,chhattisgarh,Korba,495445,1200,1727,korba,korba
01-03-2025,chhattisgarh,Raipur,492001,660,1956,raipur,raipur
01-03-2025,chhattisgarh,Durg,490011,141,424,durg,durg
01-03-2025,chhattisgarh,Durg,491111,170,668,durg,durg
01-03-2025,chhattisgarh,Durg,490042,122,525,durg,durg
01-03-2025,chhattisgarh,Durg,491228,11,75,durg,durg
01-03-2025,chhattisgarh,Korba,495684,587,285,korba,korba
01-03-2025,chhattisgarh,Bilaspur,495117,89,415,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raigarh,496551,89,260,raigarh,raigarh
01-03-2025,chhattisgarh,Raigarh,496554,53,142,raigarh,raigarh
01-03-2025,chhattisgarh,Raipur,492015,119,393,raipur,raipur
01-03-2025,chhattisgarh,Raipur,492014,49,146,raipur,raipur
01-03-2025,chhattisgarh,Korba,495449,312,613,korba,korba
01-03-2025,chhattisgarh,Korba,495671,252,464,korba,korba
01-03-2025,chhattisgarh,Raipur,492013,187,565,raipur,raipur
01-03-2025,chhattisgarh,Raipur,492007,61,223,raipur,raipur
01-03-2025,chhattisgarh,Bilaspur,495006,118,318,bilaspur,bilaspur
01-03-2025,chhattisgarh,Korba,495674,591,705,korba,korba
01-03-2025,chhattisgarh,Durg,490026,104,275,durg,durg
01-03-2025,chhattisgarh,Durg,491221,92,298,durg,durg
01-03-2025,chhattisgarh,Raipur,493195,13,37,raipur,raipur
01-03-2025,chhattisgarh,Raipur,492003,15,48,raipur,raipur
01-03-2025,chhattisgarh,Durg,490020,48,272,durg,durg
01-03-2025,chhattisgarh,Korba,495678,127,200,korba,korba
01-03-2025,chhattisgarh,Durg,490023,304,926,durg,durg
01-03-2025,chhattisgarh,Durg,491225,15,34,durg,durg
01-03-2025,chhattisgarh,Bilaspur,495555,30,88,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raigarh,496100,55,307,raigarh,raigarh
01-03-2025,chhattisgarh,Durg,490025,90,442,durg,durg
01-03-2025,chhattisgarh,Korba,495682,79,56,korba,korba
01-03-2025,chhattisgarh,Bilaspur,495112,85,397,bilaspur,bilaspur
01-03-2025,chhattisgarh,Durg,491226,13,76,durg,durg
01-03-2025,chhattisgarh,Raigarh,496001,546,1852,raigarh,raigarh
01-03-2025,chhattisgarh,Durg,490006,193,759,durg,durg
01-03-2025,chhattisgarh,Raipur,493111,105,517,raipur,raipur
01-03-2025,chhattisgarh,Raigarh,496115,48,117,raigarh,raigarh
01-03-2025,chhattisgarh,Korba,495119,177,909,korba,korba
01-03-2025,chhattisgarh,Durg,491332,27,262,durg,durg
01-03-2025,chhattisgarh,Raipur,493661,177,844,raipur,raipur
01-03-2025,chhattisgarh,Korba,495677,849,581,korba,korba
01-03-2025,chhattisgarh,Bilaspur,495009,49,199,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raipur,492101,50,296,raipur,raipur
01-03-2025,chhattisgarh,Bilaspur,495224,154,435,bilaspur,bilaspur
01-03-2025,chhattisgarh,Raipur,492006,81,259,raipur,raipur
01-03-2025,chhattisgarh,Korba,495442,10,23,korba,korba
01-03-2025,chhattisgarh,Bilaspur,495116,66,253,bilaspur,bilaspur
01-03-2025,chhattisgarh,Durg,490021,101,212,durg,durg
01-03-2025,chhattisgarh,Korba,495450,351,154,korba,korba
01-03-2025,chhattisgarh,Durg,490022,10,39,durg,durg
01-03-2025,chhattisgarh,Korba,495454,240,236,korba,korba
01-03-2025,chhattisgarh,Durg,491001,435,2199,durg,durg
01-03-2025,chhattisgarh,Bilaspur,495119,77,350,bilaspur,bilaspur
01-03-2025,chhattisgarh,Durg,491107,150,577,durg,durg
01-03-2025,chhattisgarh,Korba,495447,157,105,korba,korba
01-03-2025,chhattisgarh,Bilaspur,495004,134,384,bilaspur,bilaspur
01-04-2025,chhattisgarh,Korba,495453,59,121,korba,korba
01-04-2025,chhattisgarh,Raigarh,496001,531,2455,raigarh,raigarh
01-04-2025,chhattisgarh,Raipur,492015,162,602,raipur,raipur
01-04-2025,chhattisgarh,Raigarh,496554,57,273,raigarh,raigarh
01-04-2025,chhattisgarh,Bilaspur,495224,221,1723,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,492003,25,82,raipur,raipur
01-04-2025,chhattisgarh,Korba,495455,37,15,korba,korba
01-04-2025,chhattisgarh,Bilaspur,495112,95,610,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495006,154,571,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,493221,309,882,raipur,raipur
01-04-2025,chhattisgarh,Durg,491111,329,2297,durg,durg
01-04-2025,chhattisgarh,Raipur,493116,136,820,raipur,raipur
01-04-2025,chhattisgarh,Raipur,492009,160,497,raipur,raipur
01-04-2025,chhattisgarh,Raigarh,496111,169,1094,raigarh,raigarh
01-04-2025,chhattisgarh,Bilaspur,495115,44,178,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,492101,116,674,raipur,raipur
01-04-2025,chhattisgarh,Raipur,493441,246,1507,raipur,raipur
01-04-2025,chhattisgarh,Raipur,492014,64,179,raipur,raipur
01-04-2025,chhattisgarh,Raipur,492008,67,246,raipur,raipur
01-04-2025,chhattisgarh,Korba,495683,95,288,korba,korba
01-04-2025,chhattisgarh,Raipur,492007,91,240,raipur,raipur
01-04-2025,chhattisgarh,Korba,495678,58,210,korba,korba
01-04-2025,chhattisgarh,Raigarh,496450,210,952,raigarh,raigarh
01-04-2025,chhattisgarh,Durg,490024,198,753,durg,durg
01-04-2025,chhattisgarh,Bilaspur,495116,98,1166,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495117,135,920,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,493881,40,121,raipur,raipur
01-04-2025,chhattisgarh,Durg,491222,15,43,durg,durg
01-04-2025,chhattisgarh,Durg,490036,110,718,durg,durg
01-04-2025,chhattisgarh,Korba,495677,390,751,korba,korba
01-04-2025,chhattisgarh,Raipur,492011,34,137,raipur,raipur
01-04-2025,chhattisgarh,Bilaspur,495555,60,247,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495449,68,405,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,492004,62,174,raipur,raipur
01-04-2025,chhattisgarh,Korba,495674,396,1528,korba,korba
01-04-2025,chhattisgarh,Durg,491331,183,1170,durg,durg
01-04-2025,chhattisgarh,Raigarh,496116,351,1085,raigarh,raigarh
01-04-2025,chhattisgarh,Durg,491001,630,2653,durg,durg
01-04-2025,chhattisgarh,Raigarh,496220,14,50,raigarh,raigarh
01-04-2025,chhattisgarh,Korba,495454,155,269,korba,korba
01-04-2025,chhattisgarh,Raigarh,496118,137,381,raigarh,raigarh
01-04-2025,chhattisgarh,Raigarh,496100,65,353,raigarh,raigarh
01-04-2025,chhattisgarh,Durg,490020,38,257,durg,durg
01-04-2025,chhattisgarh,Raigarh,496440,72,628,raigarh,raigarh
01-04-2025,chhattisgarh,Korba,495452,125,198,korba,korba
01-04-2025,chhattisgarh,Raigarh,496551,110,752,raigarh,raigarh
01-04-2025,chhattisgarh,Bilaspur,495222,13,67,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raigarh,496107,141,865,raigarh,raigarh
01-04-2025,chhattisgarh,Raipur,492012,19,55,raipur,raipur
01-04-2025,chhattisgarh,Korba,495449,319,860,korba,korba
01-04-2025,chhattisgarh,Korba,495684,352,396,korba,korba
01-04-2025,chhattisgarh,Durg,490026,93,262,durg,durg
01-04-2025,chhattisgarh,Raipur,492010,70,155,raipur,raipur
01-04-2025,chhattisgarh,Korba,495442,18,66,korba,korba
01-04-2025,chhattisgarh,Bilaspur,495119,173,1026,bilaspur,bilaspur
01-04-2025,chhattisgarh,Durg,490042,156,755,durg,durg
01-04-2025,chhattisgarh,Raipur,493114,115,330,raipur,raipur
01-04-2025,chhattisgarh,Bilaspur,495001,642,2273,bilaspur,bilaspur
01-04-2025,chhattisgarh,Korba,495682,41,64,korba,korba
01-04-2025,chhattisgarh,Korba,495450,152,189,korba,korba
01-04-2025,chhattisgarh,Raipur,493195,14,33,raipur,raipur
01-04-2025,chhattisgarh,Raipur,493661,269,1955,raipur,raipur
01-04-2025,chhattisgarh,Raigarh,496445,201,1108,raigarh,raigarh
01-04-2025,chhattisgarh,Korba,495671,124,414,korba,korba
01-04-2025,chhattisgarh,Durg,490022,18,47,durg,durg
01-04-2025,chhattisgarh,Korba,495445,657,1851,korba,korba
01-04-2025,chhattisgarh,Durg,491221,153,669,durg,durg
01-04-2025,chhattisgarh,Raigarh,496115,60,303,raigarh,raigarh
01-04-2025,chhattisgarh,Korba,495447,98,110,korba,korba
01-04-2025,chhattisgarh,Raigarh,496661,263,1630,raigarh,raigarh
01-04-2025,chhattisgarh,Durg,491223,109,608,durg,durg
01-04-2025,chhattisgarh,Raipur,492013,219,592,raipur,raipur
01-04-2025,chhattisgarh,Durg,490011,217,453,durg,durg
01-04-2025,chhattisgarh,Durg,491225,18,53,durg,durg
01-04-2025,chhattisgarh,Bilaspur,495330,139,987,bilaspur,bilaspur
01-04-2025,chhattisgarh,Durg,490021,136,389,durg,durg
01-04-2025,chhattisgarh,Raigarh,496113,241,1051,raigarh,raigarh
01-04-2025,chhattisgarh,Raipur,493225,302,1610,raipur,raipur
01-04-2025,chhattisgarh,Bilaspur,495223,52,107,bilaspur,bilaspur
01-04-2025,chhattisgarh,Durg,491332,47,429,durg,durg
01-04-2025,chhattisgarh,Bilaspur,495113,175,1235,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495118,169,781,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raigarh,496665,149,826,raigarh,raigarh
01-04-2025,chhattisgarh,Bilaspur,495004,148,680,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495550,157,1222,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495559,65,467,bilaspur,bilaspur
01-04-2025,chhattisgarh,Bilaspur,495009,79,574,bilaspur,bilaspur
01-04-2025,chhattisgarh,Raipur,492006,88,371,raipur,raipur
01-04-2025,chhattisgarh,Raipur,493113,10,25,raipur,raipur
01-04-2025,chhattisgarh,Korba,495446,192,673,korba,korba
01-04-2025,chhattisgarh,Durg,490006,201,696,durg,durg
01-04-2025,chhattisgarh,Durg,491107,260,1151,durg,durg
01-04-2025,chhattisgarh,Durg,490009,37,116,durg,durg
01-04-2025,chhattisgarh,Raipur,492001,748,2347,raipur,raipur
01-04-2025,chhattisgarh,Bilaspur,495442,231,1682,bilaspur,bilaspur
01-04-2025,chhattisgarh,Durg,491228,12,107,durg,durg
01-04-2025,chhattisgarh,Bilaspur,495551,458,2615,bilaspur,bilaspur
01-04-2025,chhattisgarh,Korba,495119,181,1115,korba,korba
01-04-2025,chhattisgarh,Durg,490023,375,1145,durg,durg
01-04-2025,chhattisgarh,Raipur,493111,187,886,raipur,raipur
01-04-2025,chhattisgarh,Raipur,493885,54,502,raipur,raipur
01-04-2025,chhattisgarh,Raipur,492099,163,391,raipur,raipur
01-04-2025,chhattisgarh,Durg,490025,130,447,durg,durg
01-04-2025,chhattisgarh,Durg,490001,141,367,durg,durg
01-04-2025,chhattisgarh,Bilaspur,495220,76,474,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,491332,62,376,durg,durg
01-05-2025,chhattisgarh,Raipur,492013,241,669,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492001,694,2749,raipur,raipur
01-05-2025,chhattisgarh,Durg,490009,25,91,durg,durg
01-05-2025,chhattisgarh,Durg,491221,128,576,durg,durg
01-05-2025,chhattisgarh,Raigarh,496115,41,381,raigarh,raigarh
01-05-2025,chhattisgarh,Durg,490036,146,1012,durg,durg
01-05-2025,chhattisgarh,Korba,495677,224,934,korba,korba
01-05-2025,chhattisgarh,Raigarh,496661,210,1120,raigarh,raigarh
01-05-2025,chhattisgarh,Bilaspur,495118,136,585,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,490020,51,264,durg,durg
01-05-2025,chhattisgarh,Raigarh,496665,135,688,raigarh,raigarh
01-05-2025,chhattisgarh,Raipur,492007,85,310,raipur,raipur
01-05-2025,chhattisgarh,Raipur,493114,121,390,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492015,212,769,raipur,raipur
01-05-2025,chhattisgarh,Raipur,493992,10,69,raipur,raipur
01-05-2025,chhattisgarh,Raipur,493885,74,518,raipur,raipur
01-05-2025,chhattisgarh,Raipur,493881,44,249,raipur,raipur
01-05-2025,chhattisgarh,Bilaspur,495223,39,102,bilaspur,bilaspur
01-05-2025,chhattisgarh,Korba,495452,58,204,korba,korba
01-05-2025,chhattisgarh,Durg,491228,19,120,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495117,153,566,bilaspur,bilaspur
01-05-2025,chhattisgarh,Raigarh,496445,236,1578,raigarh,raigarh
01-05-2025,chhattisgarh,Bilaspur,495224,222,938,bilaspur,bilaspur
01-05-2025,chhattisgarh,Korba,495678,22,207,korba,korba
01-05-2025,chhattisgarh,Raipur,493221,306,981,raipur,raipur
01-05-2025,chhattisgarh,Bilaspur,495330,148,822,bilaspur,bilaspur
01-05-2025,chhattisgarh,Korba,495453,32,123,korba,korba
01-05-2025,chhattisgarh,Bilaspur,495220,85,416,bilaspur,bilaspur
01-05-2025,chhattisgarh,Korba,495454,100,299,korba,korba
01-05-2025,chhattisgarh,Raigarh,496107,126,866,raigarh,raigarh
01-05-2025,chhattisgarh,Korba,495449,306,1028,korba,korba
01-05-2025,chhattisgarh,Raigarh,496113,185,830,raigarh,raigarh
01-05-2025,chhattisgarh,Durg,491340,11,68,durg,durg
01-05-2025,chhattisgarh,Korba,495683,95,245,korba,korba
01-05-2025,chhattisgarh,Raipur,492109,10,62,raipur,raipur
01-05-2025,chhattisgarh,Durg,490026,91,289,durg,durg
01-05-2025,chhattisgarh,Raigarh,496554,56,393,raigarh,raigarh
01-05-2025,chhattisgarh,Durg,490022,23,51,durg,durg
01-05-2025,chhattisgarh,Raigarh,496220,13,33,raigarh,raigarh
01-05-2025,chhattisgarh,Durg,491223,80,532,durg,durg
01-05-2025,chhattisgarh,Durg,490023,271,1060,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495442,196,1543,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,490021,127,346,durg,durg
01-05-2025,chhattisgarh,Raipur,493195,24,104,raipur,raipur
01-05-2025,chhattisgarh,Bilaspur,495559,50,258,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,491001,674,3016,durg,durg
01-05-2025,chhattisgarh,Raipur,493441,304,1471,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492008,79,264,raipur,raipur
01-05-2025,chhattisgarh,Raigarh,496551,104,1259,raigarh,raigarh
01-05-2025,chhattisgarh,Raipur,493116,200,1652,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492010,50,195,raipur,raipur
01-05-2025,chhattisgarh,Korba,495447,46,118,korba,korba
01-05-2025,chhattisgarh,Durg,490006,197,840,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495004,139,641,bilaspur,bilaspur
01-05-2025,chhattisgarh,Raipur,492003,33,74,raipur,raipur
01-05-2025,chhattisgarh,Bilaspur,495555,42,151,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,490025,103,534,durg,durg
01-05-2025,chhattisgarh,Raigarh,496118,140,388,raigarh,raigarh
01-05-2025,chhattisgarh,Raipur,492006,89,409,raipur,raipur
01-05-2025,chhattisgarh,Raigarh,496001,468,2200,raigarh,raigarh
01-05-2025,chhattisgarh,Raipur,493889,13,90,raipur,raipur
01-05-2025,chhattisgarh,Korba,495684,160,480,korba,korba
01-05-2025,chhattisgarh,Korba,495119,115,527,korba,korba
01-05-2025,chhattisgarh,Bilaspur,495116,168,2009,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,491111,367,1597,durg,durg
01-05-2025,chhattisgarh,Korba,495445,287,1244,korba,korba
01-05-2025,chhattisgarh,Raipur,493225,421,1984,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492014,58,208,raipur,raipur
01-05-2025,chhattisgarh,Raipur,493111,210,856,raipur,raipur
01-05-2025,chhattisgarh,Raigarh,496440,86,653,raigarh,raigarh
01-05-2025,chhattisgarh,Korba,495446,152,519,korba,korba
01-05-2025,chhattisgarh,Korba,495442,23,140,korba,korba
01-05-2025,chhattisgarh,Korba,495671,81,332,korba,korba
01-05-2025,chhattisgarh,Korba,495682,20,102,korba,korba
01-05-2025,chhattisgarh,Korba,495674,345,1270,korba,korba
01-05-2025,chhattisgarh,Durg,490042,125,871,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495119,224,831,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,491331,213,1116,durg,durg
01-05-2025,chhattisgarh,Raigarh,496111,135,1023,raigarh,raigarh
01-05-2025,chhattisgarh,Bilaspur,495115,31,207,bilaspur,bilaspur
01-05-2025,chhattisgarh,Bilaspur,495551,427,1437,bilaspur,bilaspur
01-05-2025,chhattisgarh,Bilaspur,495449,55,324,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,490001,113,392,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495550,117,593,bilaspur,bilaspur
01-05-2025,chhattisgarh,Raipur,493888,11,37,raipur,raipur
01-05-2025,chhattisgarh,Bilaspur,495112,131,601,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,491222,14,107,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495009,90,415,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,490011,167,473,durg,durg
01-05-2025,chhattisgarh,Bilaspur,495006,134,468,bilaspur,bilaspur
01-05-2025,chhattisgarh,Durg,490024,201,881,durg,durg
01-05-2025,chhattisgarh,Raigarh,496450,228,1098,raigarh,raigarh
01-05-2025,chhattisgarh,Raipur,492009,171,575,raipur,raipur
01-05-2025,chhattisgarh,Raipur,492004,64,223,raipur,raipur
01-05-2025,chhattisgarh,Raipur,493996,18,67,raipur,raipur
01-05-2025,chhattisgarh,Raigarh,496100,42,319,raigarh,raigarh
01-05-2025,chhattisgarh,Raipur,492011,45,159,raipur,raipur
01-05-2025,chhattisgarh,Raigarh,496116,330,852,raigarh,raigarh
01-05-2025,chhattisgarh,Bilaspur,495001,584,2295,bilaspur,bilaspur
01-05-2025,chhattisgarh,Korba,495450,74,207,korba,korba
01-05-2025,chhattisgarh,Raipur,492099,162,415,raipur,raipur
01-05-2025,chhattisgarh,Durg,491107,214,1189,durg,durg
01-05-2025,chhattisgarh,Raipur,493661,373,2353,raipur,raipur
01-05-2025,chhattisgarh,Bilaspur,495113,197,1346,bilaspur,bilaspur
01-05-2025,chhattisgarh,Raipur,492101,139,754,raipur,raipur
01-06-2025,chhattisgarh,Raipur,492015,191,626,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495001,706,2718,bilaspur,bilaspur
01-06-2025,chhattisgarh,Korba,495446,252,884,korba,korba
01-06-2025,chhattisgarh,Raipur,492011,57,154,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495009,145,344,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raigarh,496107,175,1555,raigarh,raigarh
01-06-2025,chhattisgarh,Raipur,492101,196,575,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495223,42,148,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raipur,493113,17,41,raipur,raipur
01-06-2025,chhattisgarh,Durg,490022,19,48,durg,durg
01-06-2025,chhattisgarh,Bilaspur,495330,243,840,bilaspur,bilaspur
01-06-2025,chhattisgarh,Bilaspur,495115,58,114,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raipur,492099,189,497,raipur,raipur
01-06-2025,chhattisgarh,Durg,491225,14,28,durg,durg
01-06-2025,chhattisgarh,Durg,490036,177,897,durg,durg
01-06-2025,chhattisgarh,Bilaspur,495550,236,576,bilaspur,bilaspur
01-06-2025,chhattisgarh,Bilaspur,495559,92,341,bilaspur,bilaspur
01-06-2025,chhattisgarh,Korba,495442,42,129,korba,korba
01-06-2025,chhattisgarh,Durg,490021,161,328,durg,durg
01-06-2025,chhattisgarh,Raigarh,496115,71,219,raigarh,raigarh
01-06-2025,chhattisgarh,Durg,490001,158,422,durg,durg
01-06-2025,chhattisgarh,Raipur,493441,467,1344,raipur,raipur
01-06-2025,chhattisgarh,Raipur,493881,71,270,raipur,raipur
01-06-2025,chhattisgarh,Korba,495671,149,430,korba,korba
01-06-2025,chhattisgarh,Raipur,492013,271,727,raipur,raipur
01-06-2025,chhattisgarh,Raigarh,496118,172,355,raigarh,raigarh
01-06-2025,chhattisgarh,Korba,495445,645,2073,korba,korba
01-06-2025,chhattisgarh,Raipur,493111,233,946,raipur,raipur
01-06-2025,chhattisgarh,Durg,491001,902,3116,durg,durg
01-06-2025,chhattisgarh,Raipur,493221,447,1221,raipur,raipur
01-06-2025,chhattisgarh,Raipur,492006,107,401,raipur,raipur
01-06-2025,chhattisgarh,Korba,495453,77,183,korba,korba
01-06-2025,chhattisgarh,Korba,495447,47,114,korba,korba
01-06-2025,chhattisgarh,Korba,495677,348,939,korba,korba
01-06-2025,chhattisgarh,Raipur,492009,192,633,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495006,182,603,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raipur,492001,772,2816,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495224,462,856,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raigarh,496100,59,330,raigarh,raigarh
01-06-2025,chhattisgarh,Korba,495674,458,1466,korba,korba
01-06-2025,chhattisgarh,Raipur,492007,99,300,raipur,raipur
01-06-2025,chhattisgarh,Raipur,493225,560,1801,raipur,raipur
01-06-2025,chhattisgarh,Durg,491107,296,943,durg,durg
01-06-2025,chhattisgarh,Durg,490020,69,255,durg,durg
01-06-2025,chhattisgarh,Raigarh,496113,224,598,raigarh,raigarh
01-06-2025,chhattisgarh,Raipur,493116,274,1637,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495116,339,1831,bilaspur,bilaspur
01-06-2025,chhattisgarh,Bilaspur,495222,20,36,bilaspur,bilaspur
01-06-2025,chhattisgarh,Bilaspur,495119,356,675,bilaspur,bilaspur
01-06-2025,chhattisgarh,Durg,490025,145,570,durg,durg
01-06-2025,chhattisgarh,Bilaspur,495004,227,715,bilaspur,bilaspur
01-06-2025,chhattisgarh,Durg,491340,13,63,durg,durg
01-06-2025,chhattisgarh,Raipur,492010,83,205,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495446,16,23,bilaspur,bilaspur
01-06-2025,chhattisgarh,Bilaspur,495113,409,1784,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raigarh,496551,205,1957,raigarh,raigarh
01-06-2025,chhattisgarh,Korba,495683,114,332,korba,korba
01-06-2025,chhattisgarh,Raipur,493996,23,309,raipur,raipur
01-06-2025,chhattisgarh,Raipur,492004,53,195,raipur,raipur
01-06-2025,chhattisgarh,Raigarh,496661,364,1278,raigarh,raigarh
01-06-2025,chhattisgarh,Raipur,492012,22,76,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495442,334,1682,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raigarh,496001,532,2300,raigarh,raigarh
01-06-2025,chhattisgarh,Bilaspur,495112,260,661,bilaspur,bilaspur
01-06-2025,chhattisgarh,Durg,490042,233,796,durg,durg
01-06-2025,chhattisgarh,Raigarh,496111,190,989,raigarh,raigarh
01-06-2025,chhattisgarh,Korba,495678,40,306,korba,korba
01-06-2025,chhattisgarh,Durg,491332,107,330,durg,durg
01-06-2025,chhattisgarh,Raigarh,496440,118,777,raigarh,raigarh
01-06-2025,chhattisgarh,Korba,495455,16,30,korba,korba
01-06-2025,chhattisgarh,Korba,495119,160,488,korba,korba
01-06-2025,chhattisgarh,Durg,491111,484,1201,durg,durg
01-06-2025,chhattisgarh,Bilaspur,495551,863,1861,bilaspur,bilaspur
01-06-2025,chhattisgarh,Raipur,492109,13,101,raipur,raipur
01-06-2025,chhattisgarh,Bilaspur,495555,69,104,bilaspur,bilaspur
01-06-2025,chhattisgarh,Korba,495454,123,368,korba,korba
