date,state,district,pincode,bio_age_5_17,bio_age_17_,district_norm,district_final
01-03-2025,rajasthan,Jodhpur,342302,329,236,jodhpur,jodhpur
01-03-2025,rajasthan,Udaipur,313201,267,238,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313026,205,437,udaipur,udaipur
01-03-2025,rajasthan,Kota,326530,88,88,kota,kota
01-03-2025,rajasthan,Udaipur,313602,166,238,udaipur,udaipur
01-03-2025,rajasthan,Kota,326529,59,51,kota,kota
01-03-2025,rajasthan,Kota,325004,122,248,kota,kota
01-03-2025,rajasthan,Bikaner,331811,130,257,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342005,178,311,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302039,288,447,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313322,47,138,udaipur,udaipur
01-03-2025,rajasthan,Kota,325204,355,308,kota,kota
01-03-2025,rajasthan,Jaipur,303109,278,431,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,342015,16,25,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302027,231,374,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302019,159,415,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,342304,136,266,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302001,151,414,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334403,24,60,bikaner,bikaner
01-03-2025,rajasthan,Jaipur,303103,332,894,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,342011,53,91,jodhpur,jodhpur
01-03-2025,rajasthan,Bikaner,331803,506,705,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342308,310,253,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342802,136,307,jodhpur,jodhpur
01-03-2025,rajasthan,Kota,325602,164,178,kota,kota
01-03-2025,rajasthan,Udaipur,313708,240,245,udaipur,udaipur
01-03-2025,rajasthan,Kota,325201,69,112,kota,kota
01-03-2025,rajasthan,Jaipur,302011,19,61,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303305,148,235,jaipur,jaipur
01-03-2025,rajasthan,Kota,325601,164,176,kota,kota
01-03-2025,rajasthan,Bikaner,334202,83,131,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342037,299,383,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302003,350,645,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303807,93,102,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313004,20,45,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,302032,22,54,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313901,68,129,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313003,61,134,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313706,138,245,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,303338,227,271,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303348,101,188,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313703,190,249,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313803,247,315,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313203,175,160,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,303905,100,261,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,342606,253,415,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303104,237,270,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303712,162,273,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,307025,427,539,udaipur,udaipur
01-03-2025,rajasthan,Kota,326519,206,250,kota,kota
01-03-2025,rajasthan,Udaipur,313202,75,91,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313802,188,316,udaipur,udaipur
01-03-2025,rajasthan,Jodhpur,342314,281,248,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302015,181,371,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334802,426,423,bikaner,bikaner
01-03-2025,rajasthan,Udaipur,313022,117,112,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313906,162,225,udaipur,udaipur
01-03-2025,rajasthan,Bikaner,334023,301,499,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342303,426,458,jodhpur,jodhpur
01-03-2025,rajasthan,Bikaner,334603,274,427,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342602,176,246,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303901,197,399,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303908,109,160,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313205,158,135,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,302022,89,169,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303806,148,193,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334601,99,164,bikaner,bikaner
01-03-2025,rajasthan,Jaipur,303904,83,126,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303604,209,349,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,331801,75,90,bikaner,bikaner
01-03-2025,rajasthan,Udaipur,313601,220,251,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,302017,379,684,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313031,478,1015,udaipur,udaipur
01-03-2025,rajasthan,Bikaner,334402,121,165,bikaner,bikaner
01-03-2025,rajasthan,Udaipur,313002,178,362,udaipur,udaipur
01-03-2025,rajasthan,Bikaner,334401,82,179,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342022,428,445,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303003,156,265,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313702,199,885,udaipur,udaipur
01-03-2025,rajasthan,Kota,325203,55,102,kota,kota
01-03-2025,rajasthan,Jaipur,303121,17,11,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303601,63,218,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303802,28,58,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303507,32,61,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334604,130,231,bikaner,bikaner
01-03-2025,rajasthan,Jaipur,303110,207,237,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,342012,30,33,jodhpur,jodhpur
01-03-2025,rajasthan,Kota,324010,254,404,kota,kota
01-03-2025,rajasthan,Kota,324002,301,471,kota,kota
01-03-2025,rajasthan,Jaipur,303805,273,239,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334302,167,257,bikaner,bikaner
01-03-2025,rajasthan,Kota,325214,64,190,kota,kota
01-03-2025,rajasthan,Udaipur,313705,329,385,udaipur,udaipur
01-03-2025,rajasthan,Jodhpur,342311,473,385,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303005,165,249,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302004,268,499,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302021,254,589,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,342305,185,263,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342026,50,75,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303602,158,279,jaipur,jaipur
01-03-2025,rajasthan,Kota,324005,447,670,kota,kota
01-03-2025,rajasthan,Jodhpur,342309,259,332,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342312,462,358,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342006,170,260,jodhpur,jodhpur
01-03-2025,rajasthan,Bikaner,334808,49,93,bikaner,bikaner
01-03-2025,rajasthan,Bikaner,334001,1024,1852,bikaner,bikaner
01-03-2025,rajasthan,Jaipur,303804,214,216,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302037,11,21,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303107,137,205,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303108,372,475,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303801,175,270,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313204,205,156,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,303004,55,65,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302006,244,575,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303102,136,195,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313704,86,156,udaipur,udaipur
01-03-2025,rajasthan,Bikaner,334801,170,278,bikaner,bikaner
01-03-2025,rajasthan,Bikaner,334303,100,190,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342601,418,505,jodhpur,jodhpur
01-03-2025,rajasthan,Kota,324007,158,242,kota,kota
01-03-2025,rajasthan,Udaipur,313206,109,53,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,302020,332,588,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313801,308,497,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313902,226,272,udaipur,udaipur
01-03-2025,rajasthan,Udaipur,313001,921,1560,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,303105,198,281,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303702,173,241,jaipur,jaipur
01-03-2025,rajasthan,Jodhpur,345021,260,232,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342301,700,582,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303007,247,269,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302033,223,320,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302012,910,1855,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303706,112,222,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334022,139,235,bikaner,bikaner
01-03-2025,rajasthan,Jodhpur,342023,364,365,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303009,97,117,jaipur,jaipur
01-03-2025,rajasthan,Kota,324009,260,386,kota,kota
01-03-2025,rajasthan,Jodhpur,342028,103,159,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302005,19,38,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313905,130,183,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,303701,157,235,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334602,100,130,bikaner,bikaner
01-03-2025,rajasthan,Jaipur,303006,63,116,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303008,177,380,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313038,180,260,udaipur,udaipur
01-03-2025,rajasthan,Jodhpur,342001,1247,1891,jodhpur,jodhpur
01-03-2025,rajasthan,Udaipur,313015,69,138,udaipur,udaipur
01-03-2025,rajasthan,Jodhpur,342801,139,156,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342306,614,812,jodhpur,jodhpur
01-03-2025,rajasthan,Kota,326517,54,71,kota,kota
01-03-2025,rajasthan,Bikaner,334803,846,967,bikaner,bikaner
01-03-2025,rajasthan,Jaipur,302026,92,226,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302034,101,164,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303704,82,168,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313027,331,639,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,302029,520,814,jaipur,jaipur
01-03-2025,rajasthan,Bikaner,334305,207,261,bikaner,bikaner
01-03-2025,rajasthan,Bikaner,334804,205,291,bikaner,bikaner
01-03-2025,rajasthan,Kota,324008,204,295,kota,kota
01-03-2025,rajasthan,Udaipur,313904,24,19,udaipur,udaipur
01-03-2025,rajasthan,Jaipur,303328,193,577,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313804,362,364,udaipur,udaipur
01-03-2025,rajasthan,Kota,325202,12,14,kota,kota
01-03-2025,rajasthan,Kota,325207,48,68,kota,kota
01-03-2025,rajasthan,Kota,326518,128,121,kota,kota
01-03-2025,rajasthan,Kota,325009,155,108,kota,kota
01-03-2025,rajasthan,Udaipur,313604,412,677,udaipur,udaipur
01-03-2025,rajasthan,Kota,325003,120,286,kota,kota
01-03-2025,rajasthan,Jaipur,303803,131,221,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303120,265,318,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313903,171,244,udaipur,udaipur
01-03-2025,rajasthan,Jodhpur,342025,579,636,jodhpur,jodhpur
01-03-2025,rajasthan,Jodhpur,342003,105,274,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303301,394,413,jaipur,jaipur
01-03-2025,rajasthan,Kota,326520,29,46,kota,kota
01-03-2025,rajasthan,Jodhpur,342013,40,85,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,302013,243,396,jaipur,jaipur
01-03-2025,rajasthan,Udaipur,313701,495,508,udaipur,udaipur
01-03-2025,rajasthan,Kota,324003,66,91,kota,kota
01-03-2025,rajasthan,Jodhpur,345023,41,47,jodhpur,jodhpur
01-03-2025,rajasthan,Jaipur,303119,221,318,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,303012,323,377,jaipur,jaipur
01-03-2025,rajasthan,Jaipur,302024,10,65,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302019,220,463,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334004,152,371,bikaner,bikaner
01-04-2025,rajasthan,Bikaner,334804,185,239,bikaner,bikaner
01-04-2025,rajasthan,Kota,326530,42,51,kota,kota
01-04-2025,rajasthan,Jodhpur,342301,560,563,jodhpur,jodhpur
01-04-2025,rajasthan,Jaipur,303301,360,398,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313903,153,225,udaipur,udaipur
01-04-2025,rajasthan,Jodhpur,342601,464,571,jodhpur,jodhpur
01-04-2025,rajasthan,Bikaner,334202,78,112,bikaner,bikaner
01-04-2025,rajasthan,Kota,325601,101,106,kota,kota
01-04-2025,rajasthan,Udaipur,313027,291,567,udaipur,udaipur
01-04-2025,rajasthan,Udaipur,313003,46,110,udaipur,udaipur
01-04-2025,rajasthan,Kota,324006,143,217,kota,kota
01-04-2025,rajasthan,Jodhpur,342304,137,272,jodhpur,jodhpur
01-04-2025,rajasthan,Jaipur,303102,123,197,jaipur,jaipur
01-04-2025,rajasthan,Kota,324010,201,316,kota,kota
01-04-2025,rajasthan,Kota,324002,279,424,kota,kota
01-04-2025,rajasthan,Kota,325207,59,65,kota,kota
01-04-2025,rajasthan,Kota,325009,83,90,kota,kota
01-04-2025,rajasthan,Bikaner,334801,178,209,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303110,140,208,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313704,91,158,udaipur,udaipur
01-04-2025,rajasthan,Udaipur,313022,69,109,udaipur,udaipur
01-04-2025,rajasthan,Kota,325204,177,210,kota,kota
01-04-2025,rajasthan,Kota,326517,41,73,kota,kota
01-04-2025,rajasthan,Jodhpur,342023,256,338,jodhpur,jodhpur
01-04-2025,rajasthan,Kota,325201,89,84,kota,kota
01-04-2025,rajasthan,Jaipur,302032,23,67,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313803,263,209,udaipur,udaipur
01-04-2025,rajasthan,Udaipur,313203,114,141,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303806,105,184,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302026,82,177,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342309,165,252,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342015,20,43,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342013,59,101,jodhpur,jodhpur
01-04-2025,rajasthan,Jaipur,303905,95,214,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334023,219,392,bikaner,bikaner
01-04-2025,rajasthan,Udaipur,313705,244,247,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302005,16,35,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313905,120,187,udaipur,udaipur
01-04-2025,rajasthan,Bikaner,334808,47,67,bikaner,bikaner
01-04-2025,rajasthan,Jodhpur,342606,254,382,jodhpur,jodhpur
01-04-2025,rajasthan,Jaipur,303104,163,249,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303802,14,44,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303807,71,130,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334802,360,407,bikaner,bikaner
01-04-2025,rajasthan,Kota,325203,65,80,kota,kota
01-04-2025,rajasthan,Jaipur,303107,133,190,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342026,27,76,jodhpur,jodhpur
01-04-2025,rajasthan,Udaipur,313038,133,261,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303305,152,188,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313011,194,383,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302029,454,830,jaipur,jaipur
01-04-2025,rajasthan,Kota,324005,381,632,kota,kota
01-04-2025,rajasthan,Udaipur,313206,54,54,udaipur,udaipur
01-04-2025,rajasthan,Jodhpur,342006,224,386,jodhpur,jodhpur
01-04-2025,rajasthan,Jaipur,303338,179,327,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,345021,149,149,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342901,211,278,jodhpur,jodhpur
01-04-2025,rajasthan,Kota,325602,141,134,kota,kota
01-04-2025,rajasthan,Bikaner,334001,1000,2220,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303701,142,207,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342602,174,254,jodhpur,jodhpur
01-04-2025,rajasthan,Bikaner,334003,62,111,bikaner,bikaner
01-04-2025,rajasthan,Jodhpur,342303,331,440,jodhpur,jodhpur
01-04-2025,rajasthan,Bikaner,334303,72,85,bikaner,bikaner
01-04-2025,rajasthan,Bikaner,334603,267,411,bikaner,bikaner
01-04-2025,rajasthan,Bikaner,331811,103,225,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303001,62,118,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303801,120,223,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313201,159,155,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302012,1056,2138,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313708,186,175,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303003,150,147,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302011,13,56,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313702,82,204,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303901,170,303,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334803,768,873,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303604,173,274,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334602,84,148,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303603,244,484,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302001,241,510,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302021,295,667,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303601,62,170,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313906,82,155,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303109,250,309,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342604,98,116,jodhpur,jodhpur
01-04-2025,rajasthan,Kota,325208,50,39,kota,kota
01-04-2025,rajasthan,Udaipur,313804,176,149,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302006,318,748,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303328,189,535,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302039,366,570,jaipur,jaipur
01-04-2025,rajasthan,Kota,326529,37,43,kota,kota
01-04-2025,rajasthan,Udaipur,313901,66,113,udaipur,udaipur
01-04-2025,rajasthan,Bikaner,334604,121,154,bikaner,bikaner
01-04-2025,rajasthan,Udaipur,313602,113,233,udaipur,udaipur
01-04-2025,rajasthan,Jodhpur,342603,221,322,jodhpur,jodhpur
01-04-2025,rajasthan,Bikaner,334601,88,158,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303105,223,327,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302033,204,351,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303005,145,254,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303012,235,436,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302002,470,895,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313604,216,375,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303702,181,220,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302031,320,484,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334403,24,53,bikaner,bikaner
01-04-2025,rajasthan,Kota,324007,164,264,kota,kota
01-04-2025,rajasthan,Udaipur,313026,152,286,udaipur,udaipur
01-04-2025,rajasthan,Kota,326520,39,38,kota,kota
01-04-2025,rajasthan,Bikaner,331803,344,615,bikaner,bikaner
01-04-2025,rajasthan,Jodhpur,342008,259,489,jodhpur,jodhpur
01-04-2025,rajasthan,Bikaner,334302,179,231,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,302022,84,129,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303008,172,279,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334402,54,142,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303712,169,255,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302028,286,483,jaipur,jaipur
01-04-2025,rajasthan,Kota,325214,34,68,kota,kota
01-04-2025,rajasthan,Udaipur,313001,731,1526,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302027,241,369,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,302034,100,212,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303903,95,213,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313004,19,62,udaipur,udaipur
01-04-2025,rajasthan,Bikaner,334021,169,216,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,303804,187,216,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342005,270,455,jodhpur,jodhpur
01-04-2025,rajasthan,Udaipur,313204,82,123,udaipur,udaipur
01-04-2025,rajasthan,Udaipur,313024,88,175,udaipur,udaipur
01-04-2025,rajasthan,Udaipur,313703,111,213,udaipur,udaipur
01-04-2025,rajasthan,Udaipur,313015,44,56,udaipur,udaipur
01-04-2025,rajasthan,Jodhpur,342024,321,450,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342007,105,175,jodhpur,jodhpur
01-04-2025,rajasthan,Udaipur,313802,190,231,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303302,109,131,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313706,105,199,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303009,95,133,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303507,14,33,jaipur,jaipur
01-04-2025,rajasthan,Kota,325001,192,246,kota,kota
01-04-2025,rajasthan,Jodhpur,345023,30,27,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342802,172,349,jodhpur,jodhpur
01-04-2025,rajasthan,Jaipur,303805,187,226,jaipur,jaipur
01-04-2025,rajasthan,Udaipur,313701,159,205,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302020,317,627,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334305,210,302,bikaner,bikaner
01-04-2025,rajasthan,Jaipur,302023,10,83,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303908,96,133,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342028,100,162,jodhpur,jodhpur
01-04-2025,rajasthan,Udaipur,313002,207,397,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,303007,169,238,jaipur,jaipur
01-04-2025,rajasthan,Bikaner,334401,91,159,bikaner,bikaner
01-04-2025,rajasthan,Jodhpur,342001,1158,2146,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342307,196,189,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342306,422,728,jodhpur,jodhpur
01-04-2025,rajasthan,Udaipur,313322,26,85,udaipur,udaipur
01-04-2025,rajasthan,Jaipur,302015,199,411,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303602,148,282,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303006,54,100,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303106,240,331,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342314,187,200,jodhpur,jodhpur
01-04-2025,rajasthan,Jodhpur,342605,178,231,jodhpur,jodhpur
01-04-2025,rajasthan,Kota,326519,155,209,kota,kota
01-04-2025,rajasthan,Udaipur,307025,190,250,udaipur,udaipur
01-04-2025,rajasthan,Kota,324003,61,91,kota,kota
01-04-2025,rajasthan,Jaipur,303803,129,188,jaipur,jaipur
01-04-2025,rajasthan,Kota,324001,256,439,kota,kota
01-04-2025,rajasthan,Jaipur,302018,140,278,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303120,241,334,jaipur,jaipur
01-04-2025,rajasthan,Jaipur,303004,34,62,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342022,253,401,jodhpur,jodhpur
01-04-2025,rajasthan,Kota,324008,183,289,kota,kota
01-04-2025,rajasthan,Jaipur,303103,406,781,jaipur,jaipur
01-04-2025,rajasthan,Jodhpur,342302,260,275,jodhpur,jodhpur
