date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_norm,district_final
01-05-2025,maharashtra,Thane,421302,547,265,20,thane,thane
01-05-2025,maharashtra,Mumbai Suburban,400072,96,45,52,mumbai suburban,mumbai suburban
01-05-2025,maharashtra,Mumbai Suburban,400065,30,12,10,mumbai suburban,mumbai suburban
01-05-2025,maharashtra,Mumbai Suburban,400101,61,37,17,mumbai suburban,mumbai suburban
01-05-2025,maharashtra,Nagpur,440023,77,10,10,nagpur,nagpur
01-06-2025,maharashtra,Thane,421302,560,446,13,thane,thane
01-06-2025,maharashtra,Thane,401107,343,288,15,thane,thane
01-06-2025,maharashtra,Thane,400708,180,88,14,thane,thane
01-06-2025,maharashtra,Thane,421501,146,98,21,thane,thane
01-06-2025,maharashtra,Thane,400703,44,20,32,thane,thane
01-06-2025,maharashtra,Thane,400612,430,432,28,thane,thane
01-06-2025,maharashtra,Thane,421503,264,158,20,thane,thane
01-06-2025,maharashtra,Thane,400604,141,86,10,thane,thane
01-06-2025,maharashtra,Thane,400701,99,58,16,thane,thane
01-06-2025,maharashtra,Thane,400705,53,27,11,thane,thane
01-06-2025,maharashtra,Thane,400706,84,34,30,thane,thane
01-06-2025,maharashtra,Pune,411014,142,83,11,pune,pune
01-06-2025,maharashtra,Thane,400709,88,32,12,thane,thane
01-07-2025,maharashtra,Mumbai Suburban,400043,854,758,25,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Pune,411001,159,70,14,pune,pune
01-07-2025,maharashtra,Thane,421501,181,137,36,thane,thane
01-07-2025,maharashtra,Mumbai Suburban,400059,125,69,11,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Thane,421503,361,322,27,thane,thane
01-07-2025,maharashtra,Mumbai Suburban,400074,148,64,12,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Nagpur,440024,244,70,13,nagpur,nagpur
01-07-2025,maharashtra,Nagpur,440017,412,86,14,nagpur,nagpur
01-07-2025,maharashtra,Mumbai Suburban,400072,495,364,23,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Mumbai Suburban,400071,186,95,20,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Thane,421306,385,304,10,thane,thane
01-07-2025,maharashtra,Mumbai Suburban,400076,69,24,18,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Pune,412211,78,36,14,pune,pune
01-07-2025,maharashtra,Pune,411023,103,26,12,pune,pune
01-07-2025,maharashtra,Nashik,422003,475,261,13,nashik,nashik
01-07-2025,maharashtra,Pune,411028,269,134,13,pune,pune
01-07-2025,maharashtra,Pune,411038,278,66,19,pune,pune
01-07-2025,maharashtra,Nashik,423212,251,134,18,nashik,nashik
01-07-2025,maharashtra,Mumbai Suburban,400088,189,81,11,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Pune,411048,350,239,11,pune,pune
01-07-2025,maharashtra,Pune,411045,158,49,18,pune,pune
01-07-2025,maharashtra,Pune,411014,280,114,17,pune,pune
01-07-2025,maharashtra,Thane,421302,1309,905,24,thane,thane
01-07-2025,maharashtra,Thane,401107,399,469,20,thane,thane
01-07-2025,maharashtra,Pune,413102,305,104,24,pune,pune
01-07-2025,maharashtra,Nashik,423203,1476,1183,41,nashik,nashik
01-07-2025,maharashtra,Nagpur,440013,248,69,10,nagpur,nagpur
01-07-2025,maharashtra,Pune,411042,221,87,10,pune,pune
01-07-2025,maharashtra,Pune,412218,58,30,12,pune,pune
01-07-2025,maharashtra,Pune,412210,127,57,21,pune,pune
01-07-2025,maharashtra,Mumbai Suburban,400053,96,73,10,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Nashik,422209,167,35,13,nashik,nashik
01-07-2025,maharashtra,Thane,400612,723,690,15,thane,thane
01-07-2025,maharashtra,Pune,411052,87,17,10,pune,pune
01-07-2025,maharashtra,Pune,412308,181,85,20,pune,pune
01-07-2025,maharashtra,Nashik,422303,82,33,13,nashik,nashik
01-07-2025,maharashtra,Mumbai Suburban,400050,88,49,24,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Mumbai Suburban,400078,296,173,14,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Pune,411021,110,55,11,pune,pune
01-07-2025,maharashtra,Mumbai Suburban,400070,331,260,14,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Thane,421301,678,338,10,thane,thane
01-07-2025,maharashtra,Nashik,422103,278,129,13,nashik,nashik
01-07-2025,maharashtra,Mumbai Suburban,400080,138,55,11,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Pune,411046,275,147,13,pune,pune
01-07-2025,maharashtra,Pune,411058,79,28,10,pune,pune
01-07-2025,maharashtra,Pune,411006,171,67,13,pune,pune
01-07-2025,maharashtra,Pune,413106,111,38,11,pune,pune
01-07-2025,maharashtra,Mumbai Suburban,400051,172,112,14,mumbai suburban,mumbai suburban
01-07-2025,maharashtra,Pune,411041,245,103,18,pune,pune
01-09-2025,maharashtra,Mumbai Suburban,400024,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400050,0,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400053,4,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400057,0,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400070,4,3,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400076,0,0,2,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400088,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400093,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400102,5,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400103,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Nagpur,440009,3,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440015,2,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440025,2,0,1,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440026,3,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440035,3,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441104,2,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nashik,422004,3,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422005,2,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422010,3,4,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422011,2,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422204,4,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422210,4,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422222,3,3,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422303,5,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422305,3,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422403,4,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423104,3,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423105,4,5,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423106,4,3,1,nashik,nashik
01-09-2025,maharashtra,Nashik,423108,1,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423201,2,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423208,3,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423303,1,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423501,2,0,0,nashik,nashik
01-09-2025,maharashtra,Pune,410504,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,411002,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411003,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,411004,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411006,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411008,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411011,2,1,0,pune,pune
01-09-2025,maharashtra,Pune,411014,4,6,1,pune,pune
01-09-2025,maharashtra,Pune,411017,2,3,0,pune,pune
01-09-2025,maharashtra,Pune,411033,3,5,0,pune,pune
01-09-2025,maharashtra,Pune,411037,6,2,0,pune,pune
01-09-2025,maharashtra,Pune,411043,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411046,2,2,0,pune,pune
01-09-2025,maharashtra,Pune,411061,0,2,0,pune,pune
01-09-2025,maharashtra,Pune,412106,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,412114,2,1,0,pune,pune
01-09-2025,maharashtra,Pune,412201,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,412208,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,412214,9,2,0,pune,pune
01-09-2025,maharashtra,Pune,412303,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,413115,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,413120,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,413801,3,0,0,pune,pune
01-09-2025,maharashtra,Thane,401107,6,7,0,thane,thane
01-09-2025,maharashtra,Thane,401203,1,0,0,thane,thane
01-09-2025,maharashtra,Thane,401603,1,1,0,thane,thane
01-09-2025,maharashtra,Thane,401606,1,0,0,thane,thane
01-09-2025,maharashtra,Thane,421305,3,0,0,thane,thane
01-09-2025,maharashtra,Thane,421306,4,2,0,thane,thane
01-09-2025,maharashtra,Thane,421401,2,1,0,thane,thane
01-09-2025,maharashtra,Thane,421503,4,6,0,thane,thane
01-09-2025,maharashtra,Thane,421601,3,1,0,thane,thane
01-09-2025,maharashtra,Thane,421602,4,2,1,thane,thane
01-09-2025,maharashtra,Mumbai Suburban,400061,0,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400066,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400080,4,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400092,4,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400095,3,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai( Sub Urban ),400071,2,0,0,mumbai sub urban,mumbai suburban
01-09-2025,maharashtra,Mumbai( Sub Urban ),400079,2,0,0,mumbai sub urban,mumbai suburban
01-09-2025,maharashtra,Mumbai( Sub Urban ),400097,1,0,0,mumbai sub urban,mumbai suburban
01-09-2025,maharashtra,Nagpur,440001,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440006,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440030,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441101,0,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441103,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nashik,422012,1,3,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422202,4,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422205,2,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423213,2,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423302,2,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423401,3,0,0,nashik,nashik
01-09-2025,maharashtra,Pune,410506,2,2,0,pune,pune
01-09-2025,maharashtra,Pune,410507,3,1,0,pune,pune
01-09-2025,maharashtra,Pune,411005,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,411009,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,411016,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,411019,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411028,3,1,0,pune,pune
01-09-2025,maharashtra,Pune,411044,1,2,0,pune,pune
01-09-2025,maharashtra,Pune,411048,7,8,0,pune,pune
01-09-2025,maharashtra,Pune,411060,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,412109,2,1,0,pune,pune
01-09-2025,maharashtra,Pune,412110,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,412202,1,1,2,pune,pune
01-09-2025,maharashtra,Pune,412412,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,413106,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,413114,2,0,0,pune,pune
01-09-2025,maharashtra,Thane,400602,3,0,0,thane,thane
01-09-2025,maharashtra,Thane,400608,1,0,1,thane,thane
01-09-2025,maharashtra,Thane,400612,14,29,0,thane,thane
01-09-2025,maharashtra,Thane,400615,4,1,0,thane,thane
01-09-2025,maharashtra,Thane,400701,3,1,0,thane,thane
01-09-2025,maharashtra,Thane,400705,3,3,0,thane,thane
01-09-2025,maharashtra,Thane,400709,2,3,0,thane,thane
01-09-2025,maharashtra,Thane,401105,1,1,0,thane,thane
01-09-2025,maharashtra,Thane,401206,0,1,0,thane,thane
01-09-2025,maharashtra,Thane,401501,2,0,0,thane,thane
01-09-2025,maharashtra,Thane,401602,0,1,0,thane,thane
01-09-2025,maharashtra,Thane,421004,1,1,0,thane,thane
01-09-2025,maharashtra,Thane,421005,1,2,0,thane,thane
01-09-2025,maharashtra,Thane,421303,0,1,0,thane,thane
01-09-2025,maharashtra,Thane,421501,0,1,0,thane,thane
01-09-2025,maharashtra,Pune,411020,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411027,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,411038,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,411039,2,2,0,pune,pune
01-09-2025,maharashtra,Pune,411041,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411047,3,1,0,pune,pune
01-09-2025,maharashtra,Pune,412203,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,412204,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,412206,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,412308,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,412404,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,412406,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,412411,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,413102,8,3,0,pune,pune
01-09-2025,maharashtra,Thane,400606,2,0,0,thane,thane
01-09-2025,maharashtra,Thane,400607,4,0,0,thane,thane
01-09-2025,maharashtra,Thane,400610,0,1,0,thane,thane
01-09-2025,maharashtra,Thane,400708,6,2,0,thane,thane
01-09-2025,maharashtra,Thane,401101,2,0,0,thane,thane
01-09-2025,maharashtra,Thane,401106,1,0,0,thane,thane
01-09-2025,maharashtra,Thane,401208,2,4,0,thane,thane
01-09-2025,maharashtra,Thane,401301,1,0,0,thane,thane
01-09-2025,maharashtra,Thane,401504,0,1,0,thane,thane
01-09-2025,maharashtra,Thane,401610,0,0,1,thane,thane
01-09-2025,maharashtra,Thane,421001,0,3,0,thane,thane
01-09-2025,maharashtra,Thane,421002,4,3,0,thane,thane
01-09-2025,maharashtra,Thane,421103,1,0,0,thane,thane
01-09-2025,maharashtra,Thane,421302,30,18,0,thane,thane
01-09-2025,maharashtra,Thane,421605,2,1,0,thane,thane
01-09-2025,maharashtra,Mumbai Suburban,400051,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400058,6,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400063,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400065,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400071,3,2,1,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400086,2,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400091,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400097,4,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Nagpur,440008,1,2,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440010,2,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440013,4,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441106,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441204,2,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nashik,422001,2,3,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422003,8,7,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422006,1,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422008,1,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422101,8,4,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422102,1,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422105,4,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422206,2,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422302,2,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422304,1,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423102,3,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423203,53,28,3,nashik,nashik
01-09-2025,maharashtra,Nashik,423212,4,0,0,nashik,nashik
01-09-2025,maharashtra,Pune,410501,2,2,0,pune,pune
01-09-2025,maharashtra,Pune,411001,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,411013,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411035,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411057,3,2,0,pune,pune
01-09-2025,maharashtra,Pune,411062,5,4,0,pune,pune
01-09-2025,maharashtra,Pune,412101,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,412104,2,0,0,pune,pune
01-09-2025,maharashtra,Pune,412105,8,5,0,pune,pune
01-09-2025,maharashtra,Pune,412207,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,412209,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,412210,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,412219,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,412311,1,0,0,pune,pune
01-09-2025,maharashtra,Thane,400603,1,1,0,thane,thane
01-09-2025,maharashtra,Thane,400604,4,2,0,thane,thane
01-09-2025,maharashtra,Thane,400605,1,5,0,thane,thane
01-09-2025,maharashtra,Thane,400706,4,1,0,thane,thane
01-09-2025,maharashtra,Thane,401209,0,4,0,thane,thane
01-09-2025,maharashtra,Thane,401404,1,1,0,thane,thane
01-09-2025,maharashtra,Thane,421201,6,5,0,thane,thane
01-09-2025,maharashtra,Thane,421403,2,1,0,thane,thane
01-09-2025,maharashtra,Mumbai Suburban,400055,3,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400079,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400083,1,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400089,0,2,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400101,0,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai( Sub Urban ),400043,1,1,0,mumbai sub urban,mumbai suburban
01-09-2025,maharashtra,Mumbai( Sub Urban ),400054,0,1,0,mumbai sub urban,mumbai suburban
01-09-2025,maharashtra,Nagpur,440014,3,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440018,1,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440022,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440024,2,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440036,0,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441110,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441111,2,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441113,2,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441501,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nashik,422103,11,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422201,0,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422211,7,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422402,4,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422502,4,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422606,4,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423204,5,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423205,6,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423206,5,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423301,20,13,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423402,2,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423403,1,0,0,nashik,nashik
01-09-2025,maharashtra,Pune,410503,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,410505,4,0,0,pune,pune
01-09-2025,maharashtra,Mumbai Suburban,400043,14,4,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400059,2,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400060,1,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400067,7,2,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400068,3,3,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400072,2,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400074,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400077,1,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400078,3,0,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400081,2,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400084,2,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Mumbai Suburban,400104,1,1,0,mumbai suburban,mumbai suburban
01-09-2025,maharashtra,Nagpur,440002,2,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440017,3,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440023,4,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440027,2,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,440034,1,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441105,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441305,0,1,0,nagpur,nagpur
01-09-2025,maharashtra,Nagpur,441502,1,0,0,nagpur,nagpur
01-09-2025,maharashtra,Nashik,422007,8,2,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422009,4,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422013,3,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422203,3,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422207,2,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422208,6,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422209,3,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422212,3,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422215,1,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,422401,3,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423101,1,0,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423202,1,1,0,nashik,nashik
01-09-2025,maharashtra,Nashik,423502,9,6,0,nashik,nashik
01-09-2025,maharashtra,Nashik,424109,0,1,0,nashik,nashik
01-09-2025,maharashtra,Pune,410401,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,410502,2,1,0,pune,pune
01-09-2025,maharashtra,Pune,411015,2,1,0,pune,pune
01-09-2025,maharashtra,Pune,411021,2,1,0,pune,pune
01-09-2025,maharashtra,Pune,411032,1,1,0,pune,pune
01-09-2025,maharashtra,Pune,411042,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,411052,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,411058,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,412103,0,2,0,pune,pune
01-09-2025,maharashtra,Pune,412211,3,0,0,pune,pune
01-09-2025,maharashtra,Pune,412215,0,1,0,pune,pune
01-09-2025,maharashtra,Pune,412216,4,0,0,pune,pune
01-09-2025,maharashtra,Pune,412305,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,412307,4,0,0,pune,pune
01-09-2025,maharashtra,Pune,412409,1,0,0,pune,pune
01-09-2025,maharashtra,Pune,413103,4,0,0,pune,pune
01-09-2025,maharashtra,Pune,413211,1,0,0,pune,pune
01-09-2025,maharashtra,Thane,400601,3,1,1,thane,thane
01-09-2025,maharashtra,Thane,400614,4,0,0,thane,thane
01-09-2025,maharashtra,Thane,400703,1,0,0,thane,thane
01-09-2025,maharashtra,Thane,401201,1,0,0,thane,thane
